Q8TBF5,Q8TBF4
Q9UL54,Q9UHN1
P01011,Q9UPX8
P31371,Q9C0E2
P49406,Q6ZT62
Q9BX10,Q9NPC7
P22083,Q8N0S2
Q68CZ1,P26038
P48556,Q9UH36
Q6UW02,P0C7M8
Q9NYF3,P0CG48
Q86UK5,Q9H2A2
Q16762,Q8WXC6
Q9NWF9,Q8WWY7
P15036,Q9Y673
P43220,Q99447
Q16563,P48729
P51677,P00709
P61163,P0CL85
Q13572,Q6UWW0
Q5VSL9,O15457
Q96HC4,P20138
A0A0B4J1U4,Q9UBC7
Q969S3,P0DMU8
Q5VT25,O60760
Q99640,Q7Z2W7
Q4G0Z9,Q9ULV8
Q9H0W5,Q92664
Q96EY1,Q14554
P14652,P46782
Q8NEF9,P13866
Q8WTS1,Q6PKG0
P0CG39,O00443
O15269,Q14642
O95777,P30405
Q8NHW3,P48742
P14678,P19971
Q5T655,Q5DID0
Q96B42,P10915
Q9P086,Q13421
Q96NZ8,Q9Y3B9
P07339,Q9BX79
P32881,P01737
Q9UHV5,O60942
Q8NHA6,Q09328
Q7RTS3,P62913
P31151,Q3LHN1
Q9P1Z2,Q9BW30
Q9UJ72,Q13477
Q00G26,P16144
P63123,Q9H4D5
Q96FZ2,Q15653
Q02040,Q3MJ62
Q15306,P21917
O43155,A0A0B4J1V1
Q9BZL6,P31025
P62899,P22307
A0AVF1,Q96QB1
P83859,Q6ZNX1
O15347,Q8N2W9
Q15654,O95159
P20382,O43399
P57775,Q17R89
Q9Y388,Q8N5B7
Q9ULE3,Q6UXZ4
Q9Y2P8,Q969G5
Q9UP38,Q99418
Q63HK3,O43189
O15016,O15232
P0DPF4,O15318
Q9H1E3,Q03060
Q8NCL4,Q6IBW4
Q9NS18,P17302
Q8IYU4,Q8IVA1
Q96PV4,Q7Z444
Q969W1,Q9BXS6
Q8N1N4,Q13432
Q8TAM1,P35658
Q9Y2P8,Q2VY69
Q9Y5G1,Q96E14
P49908,B6A8C7
Q8NFJ9,P49590
Q8IUL8,O95926
Q71RH2,P16499
P13693,P31997
P27824,Q5SRD1
P17707,Q5HYI8
Q8TET4,O60476
Q6PIU1,Q5VWM4
A5PLL7,P31358
Q8NEW0,O60296
P51991,O95867
Q9NRP4,Q13261
Q9BQG1,Q15696
Q53GT1,Q96PU4
P07947,Q96N46
Q8NGL9,Q9BRT9
Q96NX9,A6NI79
Q9Y623,P31994
P03886,P62491
Q9NX31,P34969
O75531,C9JQL5
Q15139,Q9Y239
Q8N3J2,Q6P9G0
Q9Y5S8,Q8N9S9
P23588,O00341
Q495A1,P07900
Q8TD31,Q24JP5
O14594,Q9Y6Y8
Q8NGR2,Q15319
Q59EK9,Q2LD37
Q15645,Q9UQ72
Q8WVD3,Q8NEV4
P60981,O94875
Q01459,O43542
Q6ZRY4,O75648
P78346,P61088
Q8IUD6,Q9Y4C8
Q9P2B4,Q00597
P34130,Q9H0F6
Q8N9N2,Q9Y6C2
Q8N3G9,P13682
Q9ULL8,Q05516
Q03164,Q13461
P53985,Q13043
P0DPD8,Q8TBZ3
P59991,O94778
Q9UF56,Q5VYY2
Q9BR39,Q8IUC4
Q9UPN7,Q9UKA9
P78556,Q96Q40
Q8TAK5,Q8N3J2
Q8WTX7,Q8TB61
Q9Y5C1,Q9Y694
O75751,Q6UWB1
Q9UHD0,O75897
Q96P53,P11844
Q99426,Q9NRJ7
O60810,Q13449
Q9Y6X2,P78508
Q9HD89,Q13352
P59544,Q8NGL1
Q8WWW0,Q8WXQ8
Q9NVD3,Q9Y6M9
P20815,O15446
Q9NX31,Q99616
P54922,Q9BYZ6
P0DPB5,P47736
P51654,Q96LI5
Q7Z7M1,O43399
Q9BXI6,Q3YBM2
O14977,Q8N474
A0A075B6H8,Q9UPP2
Q6ZNE5,P02654
P05386,Q9P2N4
Q99909,Q9UNH6
P48751,Q15102
Q9H3M9,Q12907
O75342,O00534
P0DN82,Q8N162
Q9GZS9,Q6IN85
P63146,O60506
Q8NHC4,Q53H80
Q92771,Q9NRF8
Q9NX47,A4D1T9
P20813,A8MWK0
Q9UNA1,Q5JQD4
Q9H4A4,Q9BUD6
Q13304,P51572
O95562,Q16762
Q8N3T6,Q6ZT12
Q8NFT8,Q9C091
Q9Y6J8,Q8WXA9
P55107,O00213
E7ERA6,O95573
P04003,Q9NYW2
P20366,Q9NS98
Q70CQ2,Q92551
Q9H321,Q8NAV1
Q9BY32,P13196
Q15022,Q9BRQ6
Q13131,P68431
Q8NDW4,P98196
Q9UI40,O43897
P40429,Q8IVE3
P20020,Q9Y2N7
O00187,P05013
P35869,Q9Y222
P48048,P17516
O95803,Q9HC97
Q02880,Q96CP6
Q9UKW4,Q86WB0
Q86UD4,Q9UNX4
P01854,Q6U7Q0
P0C1S8,Q16666
O95391,Q9ULU8
O15062,Q8NI77
Q8TEA8,Q9BRS2
P68363,P30559
Q2KHR2,P20827
Q6PDB4,O60870
P05204,P30260
Q9UPW6,Q9BYH8
Q9UN37,Q96FQ6
Q9NS85,Q9P266
P21754,Q96C86
Q5JT82,Q9BUN8
P56817,Q3BBV2
P30530,Q5JTD0
P17275,Q9H1B4
P62258,Q14032
Q8TAU3,Q8IUC8
Q9NV35,Q9UKC9
Q8N2H9,Q96IT1
Q8TDV2,Q93096
Q9Y2P7,P63172
Q7Z5Y7,O76031
O75081,P07225
Q9BXK1,Q4G0S4
L0R8F8,Q86XK3
Q9NQ38,Q5MNZ6
P60985,Q9HB03
H0YKK7,Q16816
P17600,O15151
Q96DW6,Q969R5
Q5T7V8,Q9BYF1
Q9BXR3,Q9NYR9
Q8IUH4,Q8WW43
Q9UI30,P0DJD7
Q5XXA6,Q6XZB0
Q8N148,P36406
Q8WTW4,Q9Y2U8
P29992,A0A0G2JMD5
Q6ZMB5,Q8NGG8
O95948,Q15434
Q8N9H8,O75037
P37023,Q8NBN7
Q9H4Z2,Q6ZRI8
P78363,Q13536
Q8NCU8,O95870
P05783,Q96DT7
Q9UJK0,Q96I24
O14958,P30988
Q9Y258,Q9BQI3
Q8TDH9,P98187
Q99598,Q99990
Q6P161,P35247
P30530,Q8TD07
Q9HC77,Q9H3E2
P46721,O96011
Q92908,Q96KN2
O00165,Q9NQX4
P08949,Q9H0F5
P10588,O14967
O14950,Q96LJ8
P55854,Q14160
Q56P42,P60842
Q9H1K1,Q9Y4C0
Q9H6D3,P01594
Q6ZTI6,P19634
O00241,Q9BYQ3
Q8N661,P10827
O43914,P49641
O76027,P53985
P49005,P04424
O95178,Q5VY43
Q96G30,P35523
Q96EP1,P11831
Q01459,Q6UWI2
O14967,Q9NYF0
P60413,Q9H974
Q14147,Q9Y2G9
Q17RN3,Q06413
Q86UR5,Q96H12
Q8NFW8,Q96DE0
Q9Y5Z0,Q969L2
Q15475,Q9P2K2
Q9NZ63,Q86XR7
Q99574,P09132
P09913,O60294
Q03591,P15311
Q9BZE2,Q5EB52
Q12980,Q7Z4T9
Q49AG3,P22681
Q9Y673,P56181
P80192,Q6IMI4
Q92802,O95972
Q8N3E9,Q8IXQ5
Q8NBI6,P67809
P21108,Q9BWF2
O60359,Q96MU7
Q9NZ72,P04553
Q9BRQ0,P46779
P11166,P57081
A0A0K2S4Q6,O43760
P10912,P51993
P08048,Q8IWB6
Q9H6H4,Q9H8J5
A6NKQ9,Q8N1S5
Q92922,Q96E52
Q9Y5I7,Q9H1E5
Q7Z7J5,Q96F44
Q9Y2S7,Q86TN4
Q8NCN5,Q9HAU5
Q86YJ5,Q92743
Q13214,Q15102
Q9UJ96,P08185
P34969,Q9BYP9
Q01664,Q5VYJ5
Q9NQM4,O75356
Q14123,P56856
P24311,Q9NZU0
Q99807,Q96KN8
P61163,A4D1S5
Q6ZU80,Q96BD6
O95749,Q14807
P03372,Q9UHI8
P22309,O43306
Q8WWB5,Q68D51
P48960,P01266
Q5T0J7,Q5TYM5
P56962,Q9H4D5
Q8N5G2,Q9UJV9
P51857,Q9NRX2
Q96BF6,Q14139
O95922,Q8N423
Q8IZP0,P31151
Q6ZST2,Q5VWP2
P16333,O75594
Q58DX5,P60508
O75419,Q53FP2
P31641,Q8IWU5
Q12983,Q9H992
Q6P3R8,P09874
O14717,P03952
Q8WXS4,Q12866
O43676,Q2M3M2
Q04656,Q3B7T3
O95264,Q86UN6
P17050,Q6IPX1
Q96DN2,Q8TDS4
Q99884,Q8IVJ1
Q9HAK2,O75807
Q8N3K9,Q13061
P55107,P20339
O15228,Q8N6W0
Q00444,O00287
O60245,P54652
Q49MG5,Q9Y2I2
Q86T96,P0C645
Q9BYQ9,Q8N4H0
P03986,Q96DP5
Q13838,Q7L4E1
Q6ZNG0,Q02575
Q6XLA1,P25774
O15525,Q7Z4T8
Q8WXI3,Q14764
Q9BYB0,P06239
Q68J44,Q8IYP2
Q5T4F7,Q96PY6
Q86SX6,Q8WUX9
P48547,O95967
Q6AWC2,Q96RP9
Q7L5Y1,Q9HA38
Q9Y3A2,Q14533
Q9UKN7,P31939
Q9BY08,Q8IZA0
Q13093,Q6DHV7
Q9P0X4,Q8TD06
P06746,O43307
Q6PK18,Q96RP3
Q9UKJ8,P54277
Q9NRA8,A8K8V0
O75578,Q13075
Q15648,Q15771
Q8NBJ9,Q8N945
P56817,Q15583
Q8N4B4,P14923
P07333,P15941
Q9UBQ5,Q9NTK1
P10643,P22830
Q01780,Q96ST8
Q8WUH2,Q05195
Q92574,Q5SWL7
P61024,Q9BVP2
Q9HBE4,Q6DKI1
A2VDJ0,Q9P299
P49459,Q562R1
Q6UWZ7,Q7Z7G2
Q9HCT0,P00918
Q99687,Q9C0K7
O60259,O43708
A0A0C4DH43,P35527
Q969I6,Q9GZN7
Q8N6D2,Q86X95
Q9BT23,P16989
Q13702,Q96CX3
Q5BIV9,Q7Z403
Q5TD97,Q69YH5
Q2MKA7,P10451
O43361,Q9BZZ5
Q9ULZ9,Q13148
Q12888,Q99581
Q96QK1,P86452
Q92734,P55347
Q96F45,Q14432
Q8N4X5,O95936
Q9UKF5,O94941
Q8IZC6,O15145
P07098,Q16819
P07737,O60516
Q8IWV2,Q9H902
O75914,Q86XK3
Q9Y5E7,O75387
P14207,Q9Y2D1
Q16670,P61513
O15243,O94868
A0A5B9,O75380
Q9UMY4,Q13948
P0DN86,Q71U36
Q99996,A8MXU0
Q969V1,Q96DN6
Q7L2J0,Q8WTT0
Q96P56,Q9NUQ7
Q49AH0,Q14397
Q8NDV2,P11137
Q8NGT9,O60353
Q13643,A1KXE4
Q02790,Q92949
Q96N23,O95159
Q6N021,Q7L0J3
Q96AH8,Q9H8P0
Q53HI1,P20827
Q9BYM8,Q3L8U1
P14679,Q14761
Q86UA1,Q16619
Q95460,P35244
P11166,Q5NDL2
Q460N3,Q96LI6
Q96TA0,Q00872
P35125,Q8NGG7
Q9NRH3,P52961
P03973,P33176
P22459,O94823
Q9H313,P63120
O60243,Q5XX13
Q8NEE6,P82673
Q9UIW2,Q8NEZ5
Q9H469,P0C617
Q6P575,Q5VY09
P08047,Q8IWB6
Q9ULM3,Q5TB80
Q8IZP1,P40197
Q14166,Q9BT40
Q9NQT4,P00451
P08574,P59901
P22694,Q86W33
Q96EX3,Q15835
P35398,Q5H8A3
Q8N7C3,Q9NTX7
Q9ULJ6,Q8IWY9
P35658,Q99814
Q71RC2,Q6IPX1
O14494,O60282
O60829,P35716
P12644,P50502
Q6ZVN8,Q9NUL5
Q86SQ9,Q9NVJ2
O43448,Q15149
Q9P2K8,Q9H0C3
P37173,Q14318
P13640,P35237
P05089,Q99447
P06748,Q8NFJ8
O15537,P22303
Q7L590,Q5SZQ8
Q9NR81,Q9UGI8
Q8NFJ9,Q9H1E3
Q9NRD9,Q17RW2
Q92949,O94876
Q12841,Q6P4F7
P48740,Q9UKI2
Q8NHR9,P05181
P05089,Q13495
Q6B0B8,P51668
Q3SXZ7,Q7Z4H4
Q9Y620,O14976
Q7L014,Q92973
Q8NDA2,P0DOY5
P02585,Q8NC42
O75677,Q4G148
Q13190,Q96PQ0
O14842,Q9NPF8
Q8NDZ2,O43741
Q969X1,P08949
Q86XK7,O75146
Q6ZNH5,P51681
Q92546,Q7Z7A3
A6NDU8,A6NNM8
Q8TCT0,O14772
Q96KV7,Q9HBM6
O95677,P20290
O94988,Q6IEU7
O60244,Q9UHB6
P41595,P60866
Q5XKR4,P56747
Q01814,P59541
Q709F0,Q3MIT2
Q92831,Q8TBQ9
O43526,Q8NCB2
Q6UXV1,Q9NTG1
Q9ULJ6,Q9NXK8
Q9BWC9,Q96AA8
Q86YW9,P42766
Q9BSU3,Q3ZAQ7
Q92839,Q8NG27
P39019,P63272
P01137,Q969X2
Q9Y496,Q9P035
O95750,Q6TCH4
Q7Z6K4,Q15650
Q13156,Q9BYR8
Q99801,Q6VN20
Q5TD97,I0J062
Q9ULV0,Q8N0X4
Q9UMX1,P04899
Q16478,P20142
Q9Y5E7,P05106
P32856,P20160
Q9H334,Q3KRB8
Q96BP3,O75387
Q96M29,Q96PM9
O43868,Q6P9H4
P04432,P56703
P04798,P42658
P20333,O60506
Q9BT78,Q59EK9
Q6EMB2,O00423
Q01081,Q9BPX6
Q96FC9,A6NDD5
O14974,Q5H9L2
Q9NVP2,O95863
Q9Y663,Q8N2I9
Q969H4,Q9NWT1
Q14966,Q9Y2M0
Q63HR2,Q9BYD2
Q9Y6W8,Q3C1V0
Q13242,P54105
Q12879,O14511
Q9H0X6,P12830
Q9BXJ0,Q5JXB2
O75712,P55212
Q9BPW5,Q9BYV2
A6NDG6,Q8N988
Q9H295,A0A286YF60
Q96MH6,Q9Y442
P20366,P15621
Q10589,Q14507
P03986,Q9Y4H4
Q9NXF7,P83105
P09693,Q13131
O43699,Q01780
O75828,P01100
Q03188,Q15418
P49862,P62873
Q15493,Q6NZY7
P10619,Q13490
Q9Y216,Q9NQ40
O15528,P54289
O60403,O95405
O95427,Q9NZL9
P39060,A0A0J9YXX1
Q9NR28,Q9NYW0
P30040,Q5T8I9
P22557,Q13952
Q86XP0,Q9C0E8
Q8N3L3,P34059
Q8NEM1,O15360
Q9NWB1,Q96CM4
A6NKU9,P20309
A0A075B6N3,Q9UQ90
Q86UP3,Q9BV97
Q86XP1,Q9HCG1
Q96MM7,Q96C92
P19397,Q8TEL6
P16471,Q8TC44
Q86V25,O95391
Q1KMD3,Q9ULU8
Q16514,Q9NWD9
P13584,O60645
Q9NZI7,P09012
Q9NRR4,O00311
Q9UQ52,P53803
Q8WU90,O75444
P22760,Q96FC7
Q6NX49,P23527
Q6IWH7,O15533
Q9C037,Q53F19
Q9HB63,P51946
O43711,A2RTY3
O75165,Q13765
Q86YL5,Q96H78
Q9BUB7,Q9UF12
Q9UBS5,O43827
Q96H55,Q9NPF7
Q9HD34,Q9BZQ2
Q9Y6W6,Q8IZF7
Q02543,Q8NH50
O95793,P14555
Q96MF7,Q969F1
Q9UBN4,P25090
Q8NBM8,O60759
Q96BY9,Q9H5L6
Q6IF99,Q504T8
Q9ULT8,Q9BUY5
Q9UHW9,Q96AX9
Q9UI43,Q15619
P49447,Q96K49
Q8IWC1,Q86YN1
Q8TAF8,P56749
P07333,O75871
Q9UJW2,Q9NRJ3
Q15119,O76041
Q9BSL1,Q9HAB3
Q9NZN9,Q8WX77
Q9UIH9,O94829
A0A0A6YYK7,P17948
Q9BUM1,P18124
Q14953,Q96KV6
Q13443,Q92484
Q9BWW7,P01860
Q86UV5,Q4G0A6
Q9HAJ7,Q8TF65
Q6QN14,P0CL84
Q6GMV2,Q9H6Q4
Q9NZL9,P28749
Q9BZF1,Q8TDB8
Q96HG1,Q15035
Q92823,Q8NEY1
O95373,A0A075B6Y9
P22531,Q96JB1
Q9Y3T9,Q86UU9
P07333,A0A1B0GTU1
P61024,O43760
Q6NSW5,O75604
Q9NYC9,Q03933
O43361,Q86WC4
Q12778,Q9UBT7
Q7Z7A4,O60928
Q86SG3,Q9C0C7
Q7Z2Z1,P11686
Q9P2J8,Q96ER3
Q9NRH1,O95394
Q86YV6,A0A075B759
Q9NSA3,Q6UX68
A8MPS7,A8MXY4
Q9UI42,Q8WXI4
Q7Z398,Q9HBY8
Q14565,Q9UKI8
P01116,Q9Y3B6
Q96G25,Q9H479
Q8IV16,Q9NRY6
P16422,P38398
Q9H147,O75155
Q8NGL3,Q16656
P21333,Q8N6C8
Q9UBP5,O43820
Q8NB49,Q8IW41
Q2M3X9,Q5VZF2
P80192,Q9BVL2
Q9GZR7,Q0VAK6
P05166,P01611
A0A1B0GTS1,Q9NXH3
Q12934,P51572
Q86TB9,Q96SZ6
O95206,P81274
Q9P0N8,P17023
P01130,A0A1B0GX31
Q96KP1,Q96GM8
P05387,Q13454
Q9GZX5,O60825
Q8NGT5,A6NM45
P62945,P17097
Q86XZ4,Q9BY14
Q8IV48,Q9UP52
P25208,Q8IXH8
Q9BVC5,P03999
Q99623,P08473
O95816,Q16698
Q86SQ4,Q13207
Q96GD4,Q96DT5
P18564,O43365
O14756,Q6UX39
Q8IWU6,Q9Y572
Q9NTQ9,P22413
Q6PEY0,P03956
P30926,P0DP57
Q96A26,Q9BWC9
B2RPK0,Q53S58
P52735,P32242
Q9UKJ1,Q9UKV5
O00206,P38919
Q9UQ52,P40225
Q6UWV7,Q9HBL6
Q9BZZ5,O15375
Q5HYJ1,O43196
A6NLJ0,Q6PI98
P30520,P61073
P11308,P52815
Q96CT7,Q969G9
Q9GZZ6,P46779
Q86XA9,O75324
Q56NI9,O75636
P28336,Q9BWM7
Q13190,Q96S38
Q6P1M3,Q13352
A0A0B4J273,Q8N3Y1
P50395,O95711
Q92637,P02647
Q9NYR8,P50607
Q9UHQ7,P13473
Q9Y345,Q9NYW1
Q9BYW2,Q9UPZ3
Q9UKD2,P50990
Q9UKR0,Q8WZ92
A0A075B6K4,P02771
Q16740,Q58FF3
Q9NZA1,Q9H2H9
P39086,Q8IWW8
Q9NQX0,Q96A54
O95954,P40225
Q969X1,Q8WWX0
O00425,P60409
P21453,Q15006
Q9UGK3,Q58EX7
Q9NVM6,Q9H0E7
P18564,P80511
Q08830,Q96EK4
Q8IYA6,P08185
Q9UGF7,Q9BVI4
Q8TF42,O43300
P42684,O76013
Q96JC1,Q5VWM4
Q12797,A6NFY7
Q9NRC8,P17936
P08887,Q53H47
Q8WU76,Q8NI08
Q02447,P52790
Q6ZMG9,P30304
Q9UKN5,Q16795
O94952,Q9NNZ6
Q86X67,P10632
P13995,A0A0B4J2D9
P57075,Q6P444
Q8NES8,Q13571
Q8TDR2,Q96JC1
Q03393,P17097
Q9BS92,Q5XPI4
Q8WV07,A0A087WVF3
Q8NB37,Q9UIL1
P82675,Q9Y2Q9
P25105,Q75N90
Q9Y6I4,Q8NGP6
Q6ZP01,Q5PSV4
Q14213,Q7Z398
Q5TBA9,P22681
P32856,P42336
Q9GZP8,P0C263
Q6ZN44,Q8IWB9
Q12988,Q9H4G0
P15848,Q9Y6Z7
P56178,Q9BW62
Q6V0L0,A6NE82
Q9H0Q3,Q8TCW7
Q01968,O43427
Q6ZVH7,Q5HYK3
A4D2G3,P55273
Q9P0X4,Q7Z4W1
Q9UHR5,P51575
P80404,Q2TAL8
Q13033,Q99973
P55072,P13164
Q15323,Q9NVX2
D6R9N7,O00562
O00303,P35243
Q8N344,Q5VZM2
Q8NEZ2,Q9UNH6
Q6P4H8,Q9Y530
O00237,Q9Y3D9
P17097,A6NKK0
O95059,Q96T25
P30154,Q7Z7N9
Q96F10,Q9HAU6
Q14028,Q96MV1
P61573,B4DS77
Q9H6R3,Q92882
Q53S33,Q13490
Q03169,Q16719
Q9H898,Q08431
A0A075B6X5,Q96RL1
Q9UBF6,P13521
Q7L5N1,Q8IXH6
P62826,Q9H2T7
Q9H9P2,P62266
Q12983,Q14019
Q7RTU4,Q9NW08
Q8N3Y3,P0DMC3
P04085,Q92989
Q9Y3C6,P98066
Q8TDG4,Q5TGY3
Q16548,Q6UXZ3
Q12887,O00755
Q9C0C4,P0C5Y4
Q8N7E2,Q6UVW9
Q9NQ03,Q96ND0
Q9H9V4,Q9Y4G6
P31321,Q07001
P09086,Q8N392
P02749,Q9UQB8
Q9Y2D9,Q9UBV2
P42768,P05997
P22352,Q9BXS9
O75344,Q92754
Q6UB28,Q15072
Q8ND04,Q9UNQ0
D6RA61,Q8NDX1
Q96DR4,Q9Y267
Q14185,Q7Z5B4
P80192,Q96A11
P18858,P63218
Q9BUT1,Q9BYX4
Q96NH3,Q9UN79
Q9UBC7,P20711
Q5VZY2,P80303
Q15772,Q8NGA8
P19235,Q8N1F7
P63261,Q9NPZ5
Q96RI0,Q96FJ2
Q9NYV4,Q9NZ42
Q9UL19,P11474
P09661,Q00532
P21291,O76061
A1A5D9,Q8NH70
Q8N9I5,Q8NE09
P01780,Q9H1J1
A0A1B0GTW7,Q8WVE6
Q9NQ40,Q4KMQ1
P52739,P25445
P51810,Q8NH04
Q8NGN8,Q9BTL3
P09693,Q9BYR8
Q8N5N7,Q9Y5J5
P22061,Q86UP2
Q92738,Q5JXA9
Q13003,Q9UMY4
O75323,Q9Y3E7
Q9UI36,Q16762
P35998,A4D0S4
P42126,P58400
Q13144,Q16048
Q92747,P19784
P61024,P0CJ90
Q96S15,P55851
A0PJW8,Q6RSH7
Q9UJH8,Q99967
Q9Y6D9,P25791
Q9UHN6,Q8NH50
Q8TED9,Q6ZS81
Q8NGN0,Q15293
Q8NH93,O95980
Q8N8R3,Q9H347
Q13555,O95402
O43933,Q8TBK2
Q9BXC9,Q16572
Q6W2J9,Q9HDC5
P24158,P32249
Q8NCR0,Q9Y2G5
Q9BWT3,Q9NZV5
Q5VYX0,Q6IMI6
Q9P265,P78563
Q9NPI5,Q8NGV7
Q9HCU8,A6PVL3
Q9Y478,Q13310
Q9P286,P51956
O95678,Q8IVW1
Q13362,Q8N9B5
O95201,Q9H079
Q04446,Q17RR3
Q00403,O43681
Q9UNM6,P0C874
P29508,Q99726
Q12926,Q02505
O94992,P13378
O75901,Q9NX02
Q9HAZ1,P13535
P48048,Q9Y5Q5
P62380,O75897
Q2M3G4,Q9H9T3
Q8TE99,Q99638
Q9H993,O75354
Q12797,Q96K49
Q9NSA3,P22102
O60469,Q8NEP7
Q86UD3,P52597
Q5JWF8,Q6UQ28
Q92731,P16118
Q9H1Z8,Q3MII6
O15258,Q8N987
A8K7I4,P36537
Q99962,Q9Y255
Q8NGH3,Q6P9G4
Q9H8X2,Q14541
Q86XI2,O14717
P35251,O00481
Q15835,Q04726
Q7Z3I7,P25787
Q8IYN2,Q6RFH5
Q5T9L3,P40967
O14715,Q6L8G5
O15427,Q8N468
Q01432,Q96SY0
Q92520,Q96RQ9
Q9BRK0,Q9GZS9
Q96H55,Q9NWU5
Q8NAA4,Q9BVW5
P31785,Q12979
Q13489,Q96MW5
P29074,P49685
P10916,O95059
Q8N539,P49643
Q8NFJ8,Q9Y2U8
Q8N4J0,O14668
Q5VT97,O14874
O95007,P06576
P60328,Q86YV0
Q9NX74,P55055
Q9UMQ3,Q9H8H3
Q6ZNB6,P47883
Q9P2K5,Q5T4D3
A6NC51,Q9UKJ0
P54826,Q13634
Q14643,P00739
Q9UK97,Q8NG11
P31942,P17036
P27482,Q8NGQ6
Q9BVA6,Q68CP4
P09629,Q8TCY9
Q92889,Q9H2C1
A1A580,Q9BQD3
A1A5B4,P01266
Q96KN4,Q96PD4
O75360,Q9HCH5
Q5T890,Q86X10
P26232,Q9BQI3
A0A1B0GUS4,P05230
Q9NSD7,Q9BYR9
O95477,Q96JB1
P17096,Q96RY5
P50219,Q96E35
O14610,O43747
O75716,Q86W25
Q5VUA4,Q96JY0
P60852,Q99675
O14562,Q9BWV3
P02679,Q96II8
Q9BX97,P07305
Q99873,O96011
Q14151,Q13103
Q96PF1,Q5HYA8
Q9BXU1,P0DP04
P11021,P47872
Q9H6F2,F8WCM5
O75153,Q15928
O94966,P31930
Q9BUB7,Q8TAV3
Q8NEV8,Q8NB14
O00712,Q8NGS0
P50479,P35270
P19634,A0A0U1RQE8
Q4VCS5,Q12802
Q9Y606,P43364
O94906,P48443
Q9H489,Q9HAZ1
Q99805,Q12851
Q9H6F2,O00178
Q6ZN04,Q96PU5
Q9BSF0,O95685
Q9NVQ4,P59942
Q96NG8,Q9Y6F7
Q3B726,P30872
O95925,O75563
A8MUK1,Q15911
P0DML2,Q13753
Q9H213,O15522
Q9H239,Q96JJ6
P12277,Q13586
A2RUS2,Q9BTX3
Q15365,Q96KN8
Q07654,Q9UBT6
Q6PGN9,O60361
Q9P0L9,A0A0A6YYC5
P22352,P35232
Q08209,Q8N6Y1
P37235,Q8IVW1
A0A0C4DH32,Q86X95
Q6ZS10,Q16602
Q9NYZ4,Q9UBH6
Q9Y5U4,P22570
Q9Y605,Q8N3Y3
Q8TCX5,Q9NTG7
Q7Z6W1,Q9BX26
Q9NPH3,Q9BXF3
Q9UPW5,P12829
P42898,O15355
Q8IXE1,Q8IXH8
Q8TB36,P08581
P0CV98,Q86UL8
Q9BVC5,O95256
Q9HD42,Q06203
Q9UQ10,Q8IX18
A6NHC0,P49327
P0CG21,O60942
Q92979,Q9H069
Q6DN90,Q76KP1
Q8N661,Q96T52
Q6ZSJ9,E9PJ23
Q9HA72,O15234
P01903,P11586
Q92828,Q9NSI6
P60371,Q05996
O75838,O00571
Q8NEB9,P0DMV9
Q96NE9,P20719
O14681,Q6NXT4
Q68DY9,A9YTQ3
Q5GAN3,P16104
Q8WUP2,Q5TF21
Q8WU10,Q86YS6
O00458,Q9NRJ7
Q8NGI3,Q96F05
Q9BWX5,Q8N1H7
Q5EE01,C9JRZ8
Q93034,P52747
Q9NP81,O75618
A6NGU5,Q9Y5H3
Q8IZC4,O00305
Q9BZG1,Q86W33
Q96LR5,Q70IA6
Q9BXJ1,Q99613
Q8NCL4,Q53R12
Q14592,Q8NB78
Q86SS6,Q96L34
P35251,Q96GX2
Q9HAR2,A0A0C4DH31
Q9UK96,P23560
Q11130,Q9H223
Q13905,Q8WUS8
Q9Y5I3,Q8IUH8
O75023,Q12931
A8MWV9,Q6UX40
Q6ZN04,P36639
O75909,Q9Y2Y8
Q6UW10,A0A0K0K1E9
P10075,Q4ZJI4
P62826,P52945
Q6PGQ7,Q96K75
Q9BQD1,Q92543
Q7Z7A4,Q15672
Q96J42,Q8IUC3
Q14656,Q6IFH4
Q71H61,Q3LI70
Q6IMN6,Q8WVC6
A0A075B6I4,Q96NW7
Q13127,Q15031
Q8NH95,Q8NGE9
A2A3K4,Q9NTK5
P01019,P63302
Q15286,Q9H477
O43676,Q86XQ3
P23975,P52434
P02768,Q93097
Q9H2P0,Q9ULZ1
Q9NQ92,Q9GZS0
Q96CA5,Q86V20
P49715,Q969V4
Q99674,Q8TDS4
Q01130,Q8NGP8
P29597,Q9NRJ3
P29459,Q9UIQ6
Q9HBI1,Q9P266
Q9BV94,Q96I13
P07357,Q9ULV8
Q9NRR5,P26951
Q9UMZ2,O95388
P53992,Q9H0W8
A6NCK2,Q9ULW3
O43916,Q8N7C7
Q9H2C5,Q92482
Q9Y4E5,Q86TW2
P63126,Q9NP90
Q9Y3P4,P49815
P42167,Q8N531
P18433,Q9NUU6
Q8IWL1,Q14324
Q03518,P61018
Q6ZN68,Q9Y5P1
Q8TF72,Q14183
Q4FZB7,Q9H7R5
Q8N9V6,O00232
Q9NRZ9,Q8WUZ0
O75347,P37802
Q9UDV7,Q5VST6
Q9Y5U4,Q99547
Q92626,O95985
Q8IY84,Q96EF6
P52742,Q7LC44
A0A0A0MT87,P35367
P60604,Q5S007
Q96S86,Q5TCY1
Q9P1Z9,P02100
Q99575,Q96FN9
O60447,P54105
P04798,Q8IZD0
Q8TCU6,O76076
P23508,Q9NYQ7
Q9P0L2,O75558
Q6IQ22,P38435
O95149,Q9UGB7
Q8TDV0,Q16555
