Q8TBF5,Q8TBF4
Q9Y3D3,Q16690
P02730,Q8WV22
Q96RD6,Q5VVW2
O60547,P78383
Q16553,P04843
Q92772,Q04759
O95988,P23467
O00238,Q8IVL0
Q8N9Z2,Q5T447
Q14135,Q15293
Q13003,Q6XPR3
Q9UKF5,O94941
Q9C0K1,Q96Q35
O43526,Q8NGC1
Q86XA9,O75324
Q99650,A6NI79
Q685J3,O95931
P58658,Q6T423
Q5VT25,O60760
Q5TYX0,P43304
P19801,Q8NGY5
Q9P2M4,Q9Y6F8
Q9ULH0,P53609
Q96AJ9,P56278
P30536,Q9UK73
Q92934,P61968
P68543,Q9ULD0
Q15428,Q9BVJ7
O15105,Q9UQ13
Q9H8Y5,Q15118
Q92698,Q14112
A0A0B4J245,Q9UPX0
Q8IZ57,O60551
Q9UM22,Q969G9
O43868,Q6P9H4
P17038,Q9H329
Q5TBB1,P20963
Q9H081,Q2NKX8
Q08345,O95336
P13688,Q8N3J5
Q16526,Q9UQ16
Q6P9H4,Q9NZ42
Q8N9Z2,P31150
P78386,P30414
Q8NEW0,P49247
Q8WXX7,Q8WXG9
Q9UPR6,Q9C0F0
Q96NL6,Q9UKG4
Q86YW7,Q9HBL6
P04259,Q5SSJ5
Q15004,Q9NRC8
Q9Y2D1,Q96CJ1
Q96K80,Q00653
Q14393,Q9NS85
Q13610,Q58WW2
Q16623,Q9H4A4
Q6DN90,Q86Y22
Q96FZ2,Q15847
P98153,A0A0J9YWL9
A0A0K2S4Q6,O94929
Q9UDX5,Q5VZ72
O60830,O75901
P02671,Q96GV9
Q6MZM9,Q9H0D2
O43895,Q9Y547
Q2M1Z3,O75747
Q9NYL5,Q4U2R6
Q9UM63,Q9BZM2
Q99719,P48723
P01042,P61968
Q9Y4Z0,Q05481
Q9NZG7,Q8IYX4
Q9BXJ3,O43156
Q8IVA1,P26373
Q9UBS0,Q9HCN4
P0CG40,Q8N9K5
Q9Y5N1,P78413
Q9UGF6,P35611
Q9NR81,Q9UL36
O15496,Q9Y277
Q9HD34,Q06413
Q969X1,Q8TE99
P32320,Q6PK04
Q9NQ88,Q6PD62
Q10472,O00519
P35219,Q8IZF2
Q08708,Q8NGZ5
Q16512,P0CG41
P35658,P59665
Q6ZVC0,Q96GM5
Q86UQ0,O43768
Q9UPN6,Q96S79
Q8NEB9,P0DMV9
Q3SXZ3,Q9Y252
O75364,Q9BQI3
Q2M2D7,Q9NTX7
O43313,O15270
Q92539,Q9P2W1
Q7Z7E8,Q8IYB7
P46736,Q13258
P34947,O75531
Q96FL9,P61073
P32856,O94844
Q9Y698,Q9HDD0
Q8WWP7,Q9ULG6
P57775,Q17R89
Q6NXR0,Q02108
Q8TE54,A6NN73
O75382,P48723
Q92581,Q96CT7
Q86YG4,Q8N142
Q9NX70,Q6WBX8
Q96A61,P52732
P20333,O60506
Q86XP3,Q8N3P4
O75159,O95096
A0A075B6K2,Q6NW34
Q5VZE5,O75153
Q96KQ4,Q9UKG1
P84085,Q6IF36
Q9NY61,Q9H410
O95793,P14555
Q9UQB3,Q9NYB0
P08240,P10646
Q3LI73,P08138
Q5VYS8,Q8NGA0
Q99731,P25445
P48736,P03886
P53708,Q9HCD5
Q9NZM3,Q02643
Q8N9I9,Q8IVH4
P12694,Q9Y5T4
Q05655,P08567
P05187,Q9H902
Q8IUF1,Q6ZS86
Q03164,Q13461
Q5JSP0,Q9HCJ2
Q5T1N1,Q9H8N7
Q9UPU9,Q5VWM4
P52907,Q99643
Q96NG5,P29320
Q96N77,P50479
Q14315,A6ND01
P49747,Q8NA72
Q2MKA7,Q9BYQ7
Q99426,Q9NRJ7
Q9Y4P3,Q9H0N5
P30550,Q02509
Q9UHX1,P63172
Q9BRQ0,P46779
O94925,Q9HC97
Q8NGC9,Q9BYJ0
O95365,Q8NEX9
Q8IY50,P98196
Q6P9F7,Q9GZS1
Q9UJ70,Q9YNA8
O43325,Q8IXH7
Q6UXD7,Q8NGU4
Q9Y664,P05026
P28330,Q99466
Q6P9F5,Q16637
Q9Y5Z0,Q969L2
Q8NGH9,Q14916
P35606,A0A0B4J2F2
Q8TEA1,P0C843
O95563,Q9H6S1
O14544,Q6NZY4
P58182,P0C626
P04435,Q9UKC9
P20936,Q15012
Q96KC2,Q96AY2
O43603,Q13585
Q9NZI7,P09012
P49247,P14598
Q96K83,P10588
P84550,Q86WK9
Q9H257,P13747
P56279,O60391
P61160,P09651
Q8NHY5,P15814
Q13151,O14521
Q14161,Q7Z419
Q6WKZ4,Q9P1Y5
P58549,O60306
O75368,Q68CZ2
P63261,Q9NPZ5
Q13214,Q08828
O14617,P00918
Q9UHY8,Q9UK80
Q9NS64,Q5T753
Q9HBW0,Q8N5Z0
Q9BWX1,Q5H9B9
Q9P1Z0,P50607
Q9BVC5,P03999
Q9H2B4,P22694
Q86UN6,Q9Y234
P14678,Q9HD20
Q9HBW0,A6NLP5
O95544,Q9H1A4
Q16531,P08686
Q9H1P3,P0CW23
Q9ULX9,Q15836
P29317,P22003
Q92667,Q5TAX3
Q9HAK2,O75807
Q7RTS1,Q9BPY8
O95045,Q9BUB4
P28289,Q9HBA0
P33240,P51575
Q03393,Q99541
Q13547,Q9NYW5
P22532,P43353
Q70EL4,P22692
Q9Y624,Q8N9N7
P78364,Q96R45
P35125,Q9H324
O60931,Q96C24
Q9BSL1,Q9HAB3
Q8N126,Q9NPC2
P81408,Q14683
P07148,Q7L1I2
Q8IUH4,Q8WW43
Q02575,Q14654
Q86SZ2,Q9H3Y6
P49792,Q6ZMT4
P22455,O95665
Q9UMZ2,O95388
Q9H857,Q02952
O43395,O15042
Q9UL18,Q8IV63
Q99623,Q8NGR8
Q9HAV5,P59998
Q8IYN2,P25090
Q9HD20,P54753
Q7RTT5,P49768
Q92918,Q9NPC7
P12644,Q13395
Q8IYL2,Q8IW92
P42226,Q9NXN4
Q9BSG5,Q13002
P11233,Q9H9Y6
Q9NPI0,O14627
Q0VD83,Q13554
Q7Z4P5,P80297
Q9H5Q4,P23634
Q9UIL1,P04424
Q96RS6,Q6SZW1
Q9NR71,Q8N4F0
Q8TBA6,Q5VST6
Q7Z388,Q32P28
Q96T58,Q8WZ79
Q92523,Q15542
P30518,Q13439
P04628,A0A0J9YWL9
Q9NZV1,Q92772
Q9Y238,P0C0L4
O75159,Q7L5Y9
Q9BYJ0,O95727
P35610,P18074
Q92686,Q9H307
P21439,B2CW77
Q8NH89,Q9NXE8
Q6PJ21,Q9UIC8
Q9H4Z2,Q6ZRI8
Q14011,Q96I36
A0A0B4J1U4,P05154
Q8IU99,P48065
Q9UBC5,Q9HAH1
Q8IW41,Q9Y5U8
Q86TI0,Q9NWW0
Q5TB30,Q9HCX4
Q14690,Q12805
Q96RD6,A6NGC4
Q9NRZ5,Q2M3G0
P0DN81,O00559
Q9NZV8,Q93074
P83859,Q9NZ42
P35626,Q8IW40
Q96R72,Q5JTZ9
Q9NQV8,Q86VI3
Q96AN5,Q96QR8
Q9HC58,P13807
D6RBQ6,A8MX76
Q8NDQ6,Q08043
Q6NUM9,O75947
Q7Z7A1,Q9C037
Q53QW1,Q6NZ63
Q16629,P51397
Q8NGG1,P57053
Q86UZ6,Q15776
A2RU49,O75586
Q86VF7,Q16563
O60749,O00478
Q9Y3C5,P17600
Q8NG08,Q96HN2
P62310,Q8TAF3
Q96SZ5,Q6P582
Q8TCT1,Q9HAW7
P17936,Q8NEH6
P21549,Q96LA9
Q9UPU7,P04626
P43235,Q8NEP3
Q07890,P16435
Q6ZPB5,O76064
P33121,Q9BYB4
Q5MJ70,Q8IVH8
Q9H3M7,Q5T9A4
O14796,O00182
Q8WWZ1,Q8N131
O60264,Q96JC1
P12757,P60201
Q8TF08,Q8WZ79
Q9NPH0,A0A0C4DH36
Q96B97,P37288
Q14108,Q9HCJ3
Q01151,Q13137
P52895,Q8WTX9
P60866,Q14525
P37287,P0C6A0
P43699,Q9BR84
Q8NCI6,Q9NPD8
Q9UIW2,O75190
P21291,O76061
O75363,O60551
Q5T4T1,Q96GD0
Q96HA1,O60239
O60636,Q96IQ7
Q9UNE0,Q8N387
Q96DU7,Q6WRI0
Q8TD94,Q9HAE3
O43405,Q5VWC8
Q9UKD2,P50990
Q13505,Q9BQA9
Q9H4A4,Q9BUD6
Q9H469,P54725
Q9NUE0,P78333
O75908,Q96DC9
P09936,A6NEQ0
P00488,Q04743
Q0VG99,P55822
Q9BZ67,Q92618
Q9NZN4,O14983
P59282,Q93100
Q56P42,Q05655
Q6P3W6,Q9Y5G4
Q96T83,P49641
A1A4Y4,O95452
P23378,Q96J87
Q13190,Q96S38
Q9P0M9,Q8WWG9
Q9H444,Q9BV36
P37023,Q8NBN7
Q8NFF2,O43186
O14950,O00411
Q96CA5,O60765
P01270,O94826
P19075,Q96L73
Q14831,C9JCN9
O15427,Q8N468
Q9Y3E2,P08138
Q8NFC6,O94818
Q9Y605,Q9BVA0
Q9UKQ2,Q8TAQ2
Q9H3F6,Q96GD0
Q6YI46,O95497
Q9H7F0,Q9UBV8
O95139,Q7Z7B0
A6NC78,Q63HQ0
Q56NI9,O75636
P09681,Q96JG6
P00441,Q02410
Q9BXX3,O95319
Q9BST9,P57071
Q9HCN3,Q9UP79
G2XKQ0,Q9Y286
P27635,Q8TAQ2
O60566,O95201
Q8NDW4,Q8N2I2
Q8N1I0,Q9NZG7
Q0VDE8,Q8NE35
Q96RU7,Q9C026
Q86YW7,Q9BYQ4
Q6NSZ9,Q9P2Q2
Q4VC12,P14649
Q8N9L9,Q3ZCM7
Q9H773,Q8N4X5
O14757,Q9UKI9
P21399,Q6ZN11
Q68DE3,Q9Y6G9
Q2M3R5,P05362
Q6ZPB5,O60507
O75452,Q9H3H3
Q8IZC7,Q86VV4
O60239,P18577
P51617,Q9BYZ2
Q9UBK9,Q7Z736
Q96I15,Q8NG99
O94885,Q4KWH8
O43561,P98196
P52888,P63151
Q5JVL4,Q8TF30
Q9UM47,Q8NGN5
P08047,Q8IWB6
Q99755,Q9HC38
O43674,Q12774
P98168,Q96LX8
O95210,P41235
Q96LB4,Q5VW32
Q8NFH8,P42685
P07902,P31391
P10912,P51993
Q68EM7,P55075
Q7L099,O95456
Q969W9,Q8WXA3
O95163,P04075
Q9Y5A9,Q86VQ0
Q14108,Q9Y241
Q5T6J7,P00973
Q96KK5,P08912
Q13190,Q6NXG1
Q9UF56,Q5VYY2
Q9Y4A5,Q96KX2
Q9Y644,P0CJ76
Q9UN42,Q9NQ86
P51956,Q14192
Q9ULV8,Q9P0K8
Q9NX18,P53370
P23378,P35544
Q96DX7,Q15661
Q9Y2D9,Q9UBV2
P04798,P42658
Q5VV16,O60218
Q9UIW2,Q9Y566
P48048,O75155
Q9H0G5,Q8NHB7
Q8NG27,Q9Y4I5
Q14681,P56524
O95219,P32455
P58397,Q96C45
Q9BR09,Q9BW62
P40938,Q8NHS9
Q8N972,Q02548
Q9Y2J2,P24821
Q96BM9,A6NHQ4
Q02575,Q8WZ84
Q9BW91,Q8NBM4
P01298,P22460
P04150,Q9Y5F8
O14686,Q9ULD2
Q9Y2K3,O14640
Q9P265,P78563
Q7Z7J9,Q96K49
Q96A83,O76090
Q13009,O60762
P61581,P09382
P31415,P55212
Q9NP62,A8K979
O94844,P01624
P29350,Q9BUB4
Q8IYT8,Q16777
P22352,P29017
Q9NWS1,Q13351
O60934,P57075
P17707,P04181
Q96EY9,Q14114
P50749,Q9H9Y2
Q9NPH9,Q32P28
P47992,Q13330
Q9Y2H0,Q99459
Q9NZL3,Q8WXA3
Q86SQ0,Q96JM2
O43166,Q5T440
Q8WTS6,P35244
Q13630,Q99952
Q8TC84,Q13685
D6RF30,O15260
Q9P2F8,Q9HBE1
Q9UIK5,Q92484
Q9UKV3,P08151
Q92574,Q5SWL7
Q8TCX5,Q9NTG7
Q15024,Q16630
Q13838,Q5TEU4
P43235,P24043
Q13021,P35268
Q9HBW0,Q9H3H5
Q8WXW3,Q86YQ8
P61077,Q15777
Q8WZA1,Q8IXN7
Q16667,Q8N1F7
Q86SM5,Q7RTS7
O43692,P47992
P49221,P09326
Q9BUX1,Q16775
P56556,Q9NZ01
Q9NVJ2,P48506
Q9BS40,Q9NPA1
Q6UWW0,Q9H609
Q9NZD8,Q8NGE8
P10600,Q9Y3D0
Q13277,Q13753
Q96JA4,Q53F39
P15882,Q86V86
P36405,Q8IXT5
Q96PP9,Q9UFH2
Q86XD5,Q14155
O14977,Q14151
Q8N8G2,O14646
Q9HC44,Q9Y673
Q9H257,Q16531
P10075,P69849
Q86XR7,Q9UL03
Q9H993,O75354
Q11206,Q00266
Q92979,Q9H069
Q02539,P61011
Q5SSG8,Q66K66
Q9Y2Y4,P57735
Q9NR20,Q9Y5P6
Q58FG1,Q13415
Q01814,P59541
P0C025,O76038
Q68DQ2,P05089
Q8NDX6,Q9Y576
P40305,O94851
Q8TEH3,P33260
Q12907,P02795
P49747,P61968
O95025,P0DJD1
Q9Y473,Q8N2H4
Q99571,Q9Y680
O75843,Q96L46
Q96II8,Q92765
P17031,Q13569
Q96MT1,P05166
P07237,Q8NDX1
A0A075B6H8,Q86UW9
Q9HCF6,Q86YZ3
Q8N9Q2,Q5JUW0
Q5GH76,P49916
Q6UX41,Q76M96
Q5PSV4,P49959
O43914,P49641
Q06278,Q17RY6
P63123,Q9H4D5
P01824,P02818
Q9Y4D1,Q14956
Q9BZL1,Q8NI37
Q8N104,Q96PM5
Q9NYB9,O00329
Q00653,Q9NTI5
O95631,Q8TC71
Q9BYW1,P54922
Q8NEF9,P43234
A7KAX9,Q16478
Q9BYP7,P40926
Q29980,Q5SQI0
Q01101,Q86VR2
P55107,P20339
Q9BWF2,O00299
Q8NEW0,Q9H1E1
Q9ULE0,O95996
Q6P1L6,Q15077
Q9UNW9,Q12768
Q92959,P0C025
Q9BY32,O95202
O95817,B8ZZ34
Q5VT98,Q9UL26
P51114,O00482
Q9UBN6,P30039
C9JLW8,P51795
Q16478,P20142
Q9BRT9,Q9UQP3
P05164,P46926
Q9H0A8,Q9BRQ8
Q9Y5E1,O75031
Q5T655,Q5DID0
Q9Y3T6,P43250
Q02447,P52790
Q9BYQ7,Q9Y6Y8
Q13835,Q9UC06
P35658,Q99814
Q6NUT2,Q96T55
Q9UN36,Q9NTU7
Q96CG3,A8MPP1
Q6P9H4,Q8IXT1
Q9P015,Q8WXE0
Q9Y4E5,Q9BXU8
P32927,A3QJZ7
Q9NRZ7,Q14134
Q14246,O15503
O60469,Q8NEP7
Q00526,P0CJ92
Q2QL34,Q3LI72
Q9Y5E7,P58549
Q9Y4F3,Q13572
Q9GZT8,Q9NRC9
P16035,O43313
A9YTQ3,Q6NUT2
O14964,Q9NNX9
P52961,Q8WUY9
Q9P2U8,Q9H8H3
P08588,P0C5J1
Q9H6R3,Q92882
P62495,Q99958
P18545,Q15828
O95409,P00387
Q53S33,Q13490
Q13363,P27544
Q6ZMV8,P61201
Q9NS61,Q5VU43
P42772,P37235
Q9Y3Q7,Q6W2J9
P52738,P84074
Q92823,P46937
Q9UJW3,Q9H160
Q969H8,Q8IUH3
Q8TBB0,P04731
P21754,Q96C86
O15525,Q7Z4T8
Q9UQC2,Q8ND71
A6NDB9,P53367
P35232,Q9BY42
P01130,A0A1B0GX31
Q96GA3,O43295
Q9H2A2,P12872
P16885,P36383
Q9BXI6,Q3YBM2
A6NHG9,O43676
P13500,Q9H2U1
O43929,P82914
P51911,Q1HG44
Q96S99,A0A0B4J1V1
A0A0C4DH67,A0A0B4J240
Q9H165,O75122
P55290,Q9H5V8
Q02556,Q8TF30
P55039,Q04837
O00566,P55884
Q16665,Q6GMR7
Q15772,Q9UHA7
Q6ZQW0,Q96NB3
Q71RH2,Q13889
Q96MN9,Q7Z3S9
Q10589,P78539
Q6A1A2,O75489
Q9HB21,A8K2U0
Q9Y5E4,Q6T311
Q9Y5G1,Q96E14
Q3KRB8,P24864
Q9UJX0,O94916
Q9NQZ7,Q76I76
Q9UHE8,Q86YV9
Q8WW38,O43524
O75113,P16870
Q9Y6Y0,Q8N228
P52272,P60981
Q86WK9,O75147
Q13443,Q15057
P83731,Q12830
Q9H6S1,Q8IYM9
Q6S5L8,P21333
Q9BUK6,O60563
O75534,Q13200
Q99598,P40337
Q9BWV2,P25021
P01833,Q9BZK7
Q9UBB9,O75971
Q13956,Q92481
P36955,Q9Y614
O43405,Q8NEV1
Q9H213,Q6ZVD8
Q9H596,O60313
Q8TAF8,P35754
Q9Y5J7,Q14190
O75326,Q9BY15
P31269,O15195
Q9BR39,Q8IUC4
P24530,O15460
Q96KX0,Q9NPC4
P01861,P0C629
Q9BXB7,P61962
P49366,O14920
Q5H9M0,P17081
Q6NYC1,Q3B8N5
O75881,Q9HB21
Q9P0K1,Q6ZVN7
Q9UKQ9,B2RTY4
P60953,Q15424
Q6YHU6,P49411
P35680,Q14194
Q9NS40,P01880
O15118,P52926
P27815,A9YTQ3
Q93008,P43364
P12235,P48723
Q08380,O75128
Q9BQQ7,Q9BRX5
Q96S52,O60318
Q9UHF4,E2RYF6
Q99801,O43861
Q16795,Q0VF96
Q92837,Q92973
Q96AK3,Q86YV9
P07996,O14494
Q9BVI0,Q8TBE7
Q8WUA4,O43897
Q96D53,Q01362
Q16394,Q92485
Q96S52,P21549
Q9HAV7,Q9UPQ4
Q4VC12,Q76M96
P13645,O00762
Q9P121,P06331
Q9BRZ2,Q68D91
P51786,O14511
P0C0E4,O75494
Q9BZE3,P15529
Q9NZH4,Q96RL6
Q96EH3,Q9UIC8
Q8WTQ1,Q9H5U6
Q13228,Q02045
Q16445,O60262
Q6BDI9,P46934
P33076,P35712
Q92738,Q5JXA9
Q8NE00,Q7L5N7
Q9BRT2,P84996
P13378,Q9Y312
P08581,Q9UK76
P30536,O95237
O14558,Q8N2U0
A6NMD2,Q8NFG4
O95562,P29375
A6NHG9,O60729
Q9NWS6,Q12948
O75689,Q7L1V2
Q5SW24,Q9Y253
Q9Y2R2,O75608
Q9HCN6,Q9UJS0
Q8WU17,Q13362
Q5VTB9,Q13127
Q9P0V8,O95997
Q8N7E2,O75127
Q4AC94,Q9NXW2
P08237,P63279
P01563,Q5T686
P0DPF4,O15318
Q9ULT0,O00476
O94892,Q6P461
P41217,O00222
Q13882,O43555
Q9NYR8,P50607
Q49A88,P58743
O95255,A0A0A0MT36
O95397,Q08289
Q02556,Q96RP3
P62328,Q06210
Q9NQS7,Q8TAD4
P19429,O94762
Q8TE54,Q9UBT3
Q9C0E8,Q6NT04
P49005,P04424
O95718,Q92681
Q969F0,Q8N960
Q9HD33,Q7Z7D3
P0C7V7,Q16181
Q9BWX5,Q8IYP2
P14652,Q9Y303
P62195,O00590
B5MD39,P43897
Q15653,Q9Y250
Q96E93,P04234
O94805,Q9HBG4
Q6NZ63,O14960
Q96DS6,Q86VR2
P78509,A0A1W2PPM1
Q00059,Q6PCT2
P63010,B5ME19
Q9H987,P56704
Q1EHB4,P12036
P28331,Q8N1N0
P60604,A6NIZ1
Q9Y376,Q8N4Q1
P17036,P61326
Q17R31,Q643R3
Q86SQ7,P0CG41
P38567,P55073
Q9Y4C2,Q13439
Q9H0E3,Q8IZA0
P51522,Q9NYT0
Q9NVH1,Q9H497
P16104,Q3B8N5
Q63HN8,Q6ZWL3
Q6ZSU1,P04908
P02741,Q494W8
Q8NF37,Q6UX82
Q5GAN4,P23276
P49915,Q8WWZ4
Q9P0K7,Q8IW45
P49116,A0A1B0GVZ6
Q13641,Q9UN67
Q9HCQ5,P06881
Q9UC06,A0A1B0GUS4
Q7Z591,Q9Y5X4
O75191,Q8IZS7
Q92520,Q96RQ9
A0A075B6T8,O00178
P62942,Q8IYW2
Q13488,P12111
Q2PZI1,Q9UIL1
Q2VPK5,P61966
O95299,P49763
Q8WW34,Q9UBV2
Q13794,Q6P9A1
Q9UBF6,P13521
O00635,Q8NFT8
P0DPH7,Q9UK59
Q9GZM3,Q7Z4I7
Q9NQ69,P43003
P51161,Q02338
Q8NFT6,P0CJ71
Q9BYR5,Q9HBL6
Q9H867,Q30154
Q9P278,P55263
Q8WXF3,Q8NHY3
P20151,P41732
P04430,Q9H320
P14222,Q9BRT9
Q8N138,P20963
P62873,Q14191
Q9UJ96,P08185
Q9Y3L3,Q9UNN8
P24928,P63215
Q8N136,Q3SY56
Q0GE19,P15863
O95427,Q9NZL9
Q9Y5J6,Q96BD8
P18858,P63218
Q9BZQ6,P54253
O95477,Q96JB1
Q969S9,Q13769
Q400G9,O95450
P45954,Q99928
Q5VYX0,Q9NR50
P01567,O94851
Q9GZU0,Q9NPE3
O60493,P30408
Q16658,A0A0B4J264
P25024,O75437
Q8IXK0,O75083
A6NMN3,O95150
Q9UQB8,O00458
Q9NS98,Q14129
Q9Y6Y9,A8MRT5
Q8WVD5,Q9UKF2
O43829,P23468
Q08J23,Q92925
Q8IZ81,P35443
Q96T25,Q3ZCQ8
Q5VT99,Q6ZRY4
Q6PK57,Q8TAQ5
Q8N3U4,Q92791
Q96QS1,Q9HB09
Q6P0N0,O75153
Q8TCT8,P55056
Q52LD8,P08912
Q9H6R4,Q9P243
Q8WW24,P32243
P29083,Q8NDL9
P01880,P0C5Y9
Q8WUG5,Q8NBC4
Q14457,P60983
Q9Y4F5,O60930
O75838,O00571
Q5JT82,Q9BUN8
P00491,A0A087WT02
Q8WWV3,Q06710
Q9UID3,Q15149
Q16514,Q9NWD9
Q5VV16,P13725
Q14832,Q92900
B2RXH8,P80075
P13501,Q14050
Q9UNE0,P35659
P55103,A0A0A6YYC5
P0C5Y9,Q9Y4P1
P19878,P63313
Q01954,P78332
P20366,P15621
P0DMC3,P06310
O43826,Q969U6
Q9UFF9,Q8TDX5
P34810,Q9Y2W3
O43914,P60709
Q9Y426,Q3SX64
P52952,Q9UG01
Q6ZRY4,O75648
Q8WYA0,O95416
P0DPI3,Q9UM47
Q86UA1,Q16619
Q8IWE4,Q15466
Q6ZWT7,Q8IX04
Q8IYT2,O95931
O15258,Q8N987
P56470,Q9UM11
Q9NU63,O43374
Q96MR9,Q6P1Q0
P14652,P46782
P61970,Q6DJT9
A2VDJ0,Q8N983
Q8TBB1,Q8IUQ4
O60811,Q96Q05
Q6PIU2,O75600
Q5VU92,Q96BM0
P03372,Q9UHI8
Q9NUP1,Q9NS25
Q96ST3,Q2TAL6
Q8NFU5,P36402
Q96EY8,Q9BTV6
Q8NGB9,Q01813
P03928,Q9Y4R8
Q9BYW2,Q9UPZ3
A8MX76,Q9HAZ2
Q9NRI5,Q86WK9
Q8NAX2,Q9UKM9
P02489,Q9BQ50
Q6PL18,Q9UDY2
O76090,Q7Z2G1
P50148,Q9UPW5
Q9BSQ5,Q8N8U9
Q6HA08,Q9P2B2
P55145,O95047
Q12980,P27352
Q9H9A5,O75712
Q9UHJ9,P17028
Q9UI47,Q12981
Q99784,P57735
Q9NQT8,Q9UBS0
P05771,Q15276
Q9UHF1,O00124
Q7Z7F0,Q8IVW4
P38606,Q8WTR8
Q6Y288,O75030
Q9P2T1,Q8IZ07
Q9ULZ2,Q9YNA8
C9J798,Q9H7Z7
Q92791,P0CJ71
Q9BWC9,Q96AA8
Q01459,Q9H9L7
Q9Y261,Q0VD83
Q96S37,Q96FT9
P51810,O60513
Q12879,O14511
P35658,P16473
Q99942,P08709
P55160,O95995
Q6Q0C1,Q9Y272
Q9Y6G1,Q9H4H8
Q86SE9,P34897
O00238,P17600
Q93098,Q96EY7
O14668,P19013
P23510,Q17R89
Q9NWS0,Q9UBX5
Q562F6,O43768
O15243,Q9HCI5
P46439,Q9BPU6
Q9Y5G8,Q8WV37
Q16795,Q6V0L0
Q9NS64,Q96MN2
Q16658,O60568
Q8NDX2,W6CW81
Q969S6,P15144
Q16617,Q8IZD2
Q5SSG8,Q9Y253
Q07326,Q9UNA1
Q9H1E5,P01591
Q9NYL5,Q8IY31
O43930,P25686
P51693,Q9BX46
P78536,Q17RC7
O75496,Q8NGE7
P17677,Q8TB24
Q8TEA8,Q9BRS2
P41146,Q7Z6M2
P25815,Q9NRJ7
O75360,Q9HCH5
Q86Y56,Q32P41
Q9UMY4,Q13948
O00337,P02042
P35325,A8K855
Q9H1U9,P24844
Q9Y5B8,Q9Y285
Q8NG66,Q5T7P8
Q8IUM7,Q6ZW31
Q9H568,O95158
Q4V328,Q9H347
Q9H3Y6,Q9NTI2
Q969K3,Q92616
Q12857,Q6ZMS7
Q12983,Q9HAZ2
A6NJW9,Q96IR7
P16144,O95071
Q9Y6N8,Q9HA47
P57105,Q8N815
Q9BYV7,O43189
Q9GZV3,Q9UHR4
Q58A45,P0DJD1
A0A087X179,O15533
Q2M1K9,Q9P121
Q2VIR3,Q9H7Z6
P62834,Q5JSS6
Q9BVC3,O96020
Q9UBW8,P0DJI9
Q8NDH3,Q13118
O00567,Q9NQR4
Q6L9W6,Q6ZN18
Q5T447,Q96RL6
Q99598,P0C263
Q13094,Q6PJE2
P42857,Q9P0U1
Q8NGN6,P78508
Q9UJK0,Q96I24
Q5K651,P01106
O15258,Q9H0H0
P56748,O43708
Q14839,P13378
Q9BRK5,O15014
Q11203,Q9Y3V2
Q96LU5,P32969
O94856,O15235
O75460,Q9BRF8
Q969U6,Q8NGP0
Q53FV1,P11413
P08118,Q9BTV4
Q86VI1,P12524
Q9HA72,P02730
Q96N95,Q14774
Q7L3V2,O14990
Q9BVC3,O96011
Q6PKX4,Q8N436
D6R901,Q15125
P68036,Q7L576
Q9P244,P51790
Q14993,P47888
Q6ULP2,O95045
Q29980,Q70JA7
Q8NF50,P59190
Q9NQ89,Q96G04
Q9Y6K9,Q7Z4Y8
Q7Z4P5,Q9BZC7
Q9BX68,Q8N699
Q9GZT6,O75116
Q13616,Q96F83
P47888,P78356
Q5JVL4,P37288
Q9UJ99,Q9UD71
Q9UH99,P45378
Q8HWS3,Q15006
P16157,Q6ZU65
Q11206,Q01860
Q6ICB4,Q01484
P19388,Q9Y3A3
P21583,Q68D51
Q12893,Q86XK2
P58180,Q9BYV2
Q8TAL6,Q9NVR7
Q8TEA7,P13995
Q2Y0W8,A8K2U0
Q12980,Q7Z4T9
O14792,Q9Y3I0
P62308,Q96F86
Q8WU66,Q6UXT8
Q9BQD7,O95376
Q9H4A9,Q86UD4
Q9BRR9,P05976
A0A0A0MRZ8,Q16594
P52741,Q9HCM1
Q7Z3Q1,Q8TBG4
Q6P2C8,Q15612
A6NCW7,Q5EBL4
Q53HC0,A8MXV4
O00303,P35243
P06241,O00472
P0C7X1,Q14C87
Q7L311,P78337
Q9BT17,P17812
Q13641,Q96PD2
M0QZC1,Q6ZMV9
A2RRH5,Q9NUD9
O00548,Q8NFW5
P49418,Q8NCS7
P49683,Q9NYW0
Q96C45,Q9HCR9
P55039,Q9NVX2
P56178,Q9BW62
Q06455,O14490
Q96A47,O14990
Q9NYA1,Q6NUK1
Q9UF02,P35452
Q9Y4G6,Q8IVU1
Q6IEU7,Q9UMW8
Q96CE8,Q9BU23
Q6ZNB6,Q9NZN4
Q9BXU9,P19484
Q0VD83,Q14137
Q9UPW0,Q96EK5
P48995,Q9Y5P4
P20794,O95249
Q9P2M7,Q9BTK6
P0DN86,Q71U36
P29374,O95865
Q9BZM3,Q9H4Q4
Q969M2,Q8NBT0
Q01970,O43929
Q9Y4X5,P05026
Q8WWW8,Q03518
O75348,P18827
Q02556,Q5T6J7
A0A075B6K4,P02771
P62324,Q8IXY8
Q9UBL0,Q16877
Q9NYA1,P09466
Q9NUM4,P04406
Q9H2X8,P56180
Q8IZC4,A0A0A0MT89
Q8IUC0,P19397
Q9NV31,P25021
Q8WUU5,Q6PK04
O75056,O00478
Q6PI26,Q15910
P56557,Q9P2M4
Q6P531,P47887
Q86V20,Q93050
Q7L4P6,Q8TBZ6
Q7RTU7,Q6ZRI8
