Q8TBF5,Q8TBF4
Q8N6F1,Q15759
Q96A83,O75663
Q99594,Q96RP7
Q9HC84,A8MTJ6
Q68CZ1,O75054
P13693,O75508
Q14686,Q9NWS9
Q9UBD6,O95452
Q8NGD5,Q9HD90
Q9UBS3,Q96S94
Q9NU02,P52701
P43005,Q9Y3A4
P20142,Q6ZMP0
O75558,Q96QT6
Q29RF7,Q13461
Q93009,Q9UNU6
Q9Y2Q5,O43196
Q8N9R8,Q9NRG0
Q9BXA5,A6NK06
Q9UKZ9,A0A578
Q5T4B2,P16144
P47992,Q08345
P54710,P11686
Q8IVI9,Q15391
Q9Y2V3,Q71H61
Q9UPU5,O43505
A0A0B4J2D5,Q8TDR2
O00479,O60499
P41214,Q02083
A9Z1Z3,Q6UWV7
A5PKW4,Q9C091
Q6UVK1,Q8N697
P28336,Q6ZVZ8
P55084,Q9HCG7
Q96EZ8,Q14CW9
Q9H5V9,Q03060
Q8N5H7,Q14D33
Q9C0C9,P12273
P51693,O60296
P56278,O75151
Q6RFH8,P43088
Q9NW61,P56211
Q15418,P30519
Q9Y243,Q9Y316
Q8NGN1,Q9H9L4
Q9NS62,P33032
P21589,Q96MG2
Q5BJD5,Q9UM01
P12755,Q8N142
P0DSE1,P98153
P0CG35,P49914
O14764,O75388
P42696,Q5VU43
Q86VZ2,Q6QNY1
Q96LR4,Q96C74
O76074,Q8N144
Q96LT9,P40225
D3W0D1,P61626
P30101,Q4KMQ1
Q9UIK5,Q68J44
P78358,Q96MK3
Q96GM1,Q5T7N2
Q9Y4C1,P21741
Q7Z3I7,Q1RMZ1
Q9Y6D0,P41732
Q9BV79,Q9Y3E7
Q2M238,Q8IWU5
P16157,Q9NZL6
Q96IV6,P59861
Q13185,Q9UKG9
Q8TCC3,A6NI15
Q8NDW4,Q8WUJ1
Q9BXJ7,Q8NE63
Q9BRT3,P25398
Q86T96,Q2M389
Q14562,Q8TB92
O15239,O60704
O15194,Q9H7V2
O95319,O15551
Q86Y25,Q5HY92
O15047,Q15750
Q8NFH8,O95182
P13682,O00418
Q01813,Q96KK3
Q9NRC6,O95639
Q96AH8,Q13609
Q05329,Q9BZA7
O95361,Q8NAT1
P22528,P17028
Q9Y3C0,Q9Y421
Q9HBM0,P30566
Q9UKV0,Q9Y5Z6
P20132,Q06418
P0DMT0,Q96T88
Q02878,Q15569
Q49A88,P34903
Q9H0R6,Q8TCW9
P35228,O76054
Q8IYG6,O60258
Q15198,Q13395
Q8NE22,O95573
Q8NGH8,Q8NBN3
Q8NEU8,Q8NGS6
Q9Y6K1,O43257
Q6ZMB0,O75385
Q8NBR6,Q2TAL6
Q9NRA1,Q6J9G0
Q6R327,Q08945
Q9H321,O95665
Q01726,Q9Y2I6
Q8WXS5,Q13131
Q8TDV2,Q13435
Q14681,Q9BSE5
P47887,Q96QZ7
Q9Y4C4,O95452
E9PQ53,Q96Q05
P59817,O43365
Q6ZMR3,Q9HAZ2
Q99470,Q13416
Q9Y450,P56179
P0CG40,P30405
Q9NZU7,O00453
Q8NDX6,P50552
Q9Y388,O75381
Q6UWM7,O94911
P26639,P02042
P01762,Q9NVA1
Q96FN9,Q02952
Q6ZNC8,Q96EU7
P14550,P53990
Q9H5Z1,Q9H0C5
Q9BUG6,Q08209
Q9BWV2,Q01524
Q8TDQ1,Q15270
A6NET4,P02749
Q8TF50,Q9UKE5
P78509,Q07617
O43174,P59536
P26367,Q8WXB4
Q9HD23,Q96CM4
Q8N4A0,Q96EQ0
Q8TDB8,Q9UBR2
O95235,Q3SYB3
Q9Y242,Q9BXI3
Q86V81,Q8TEE9
P48058,Q16236
O43781,Q04900
Q6PIL6,P26641
Q9Y2C2,P16401
P60059,P0DJD3
Q9NS39,A6NEH6
Q15762,Q969R8
Q9ULT8,Q02962
P06241,Q15853
Q7RTS3,Q99469
Q9P1Q5,Q8WWB5
P19652,Q96GM5
Q96I82,P18825
P49247,Q96N03
Q9NTU4,P21953
Q8NAP3,Q9HCJ3
Q8HWS3,Q8IXL7
Q99873,Q8WXK1
A8MVZ5,Q96LQ0
Q14CM0,Q9Y697
P23352,P31785
O75815,P49639
Q9UJV3,Q15723
Q8N100,Q8IV48
O14828,Q8N5C8
Q9Y5L4,Q9NQ36
Q15599,Q9BQ24
Q5TC82,Q96HT8
A4D256,Q8TD22
Q8NEW7,P14778
Q9HB55,P30408
Q14679,P43250
Q9BXK5,P22830
Q99986,Q96DU7
Q9BPU9,Q7L8J4
Q8N6F1,Q13434
Q86UA6,P18428
Q13751,P08243
P56381,Q92696
Q9H6K4,O75953
Q7Z5M5,Q32P44
O15265,Q8TD06
Q7RTU4,Q6UWI4
O00716,Q14515
Q4LDR2,Q92637
Q96RQ9,P78369
Q9P1U1,P52306
Q5BKY1,P55344
Q8IWT6,Q9BYR5
Q9UL45,O75333
P16885,B0YJ81
Q96L12,Q15785
Q95460,Q14766
Q9NY57,Q8NHW3
P02753,Q06520
P43363,A5PLN9
Q3SXZ3,Q86WG5
P17482,P26927
O15522,O76071
O14617,P02795
O60447,P51970
P56211,P62955
P01033,Q15147
Q9BSU1,P22304
Q9Y6Y9,Q12884
Q15935,Q96JK2
Q8NH57,Q9NPA2
P30531,Q5VW36
Q8TE04,P06401
Q96PM5,Q6P1Q9
A0A0B4J1U7,Q2PPJ7
A8MW92,Q9HAV4
Q6PJ21,Q16854
Q99613,P51813
Q8N6M5,P08247
P16860,P78414
Q92994,P0DJD0
Q8WYA1,O60353
Q9UDR5,Q9BTV5
Q2M2H8,O75626
P30047,Q8ND61
Q9NZV8,Q6P1J9
Q9P218,P35908
Q9Y6H5,Q99704
Q9UFF9,Q5VT98
O14656,Q9P2X7
O14944,Q04721
Q02218,Q9NYJ7
Q9UN81,Q9Y6I9
Q9UNA3,Q96RT7
Q9NVT9,Q68DY9
O00764,Q7L2J0
O00400,O75594
Q9NRR4,Q0P6D6
Q8TE67,O43581
P0DN80,O15213
P42226,P15812
P19022,O94913
P55201,P07737
Q99576,Q86UW9
Q9P2S2,C9J3V5
P36955,Q9H8M7
Q99983,Q9NUH8
Q5JQD4,Q3KP22
Q9Y6Q5,Q9BRX9
Q9BTY2,Q53H12
Q5JU85,Q9UJW9
P09958,Q96NW7
Q6DWJ6,Q96DH6
Q96BR6,O15405
Q14202,O95782
O60739,Q8TAS1
Q9Y2Q0,Q9Y3I0
P51826,O15355
Q9Y5H7,Q9UNX4
Q15935,Q495M9
P49721,O75817
Q8NBH2,Q9H3S1
Q2VPA4,Q9UHE5
Q9Y4G6,P02458
P22694,Q8N7H5
P41212,P54710
Q9BUY7,Q8N6G5
Q9NXH9,Q8WWB7
P20813,Q9BY07
Q13489,Q9H4E5
Q9P2N4,O75140
Q86XL3,P24588
O00187,P28347
Q92585,O00180
Q9P273,Q2KHT4
P55197,Q9NSI8
Q92793,O75063
Q9NQM4,Q9H2C2
Q68CP9,Q3LFD5
Q9UQ07,Q9NZ08
Q9Y4P3,O95390
P80723,Q9H9S4
Q96LW9,Q9UPV7
Q9H2X0,Q9BYT5
P53667,Q13002
P46531,Q96JA4
Q9NRC6,Q05952
Q7Z5L0,Q8IZY5
P48051,Q8N587
O95760,Q5JXM2
Q9BXJ8,Q8WVN8
Q13753,P29992
Q8NI22,P0CJ76
Q6UX01,P13682
P18583,Q2TAL8
P00492,Q9NPA0
Q9H4D5,P36776
Q00872,O60704
Q6A162,Q8IZF7
Q01362,Q8NBL3
O94806,O60234
Q8N584,Q13107
Q8IW40,P18887
A0A0B4J2H0,Q9NWZ8
P62380,A0A0C4DH41
Q9NQ03,P14616
Q2PZI1,P60412
Q9NZJ5,P82933
Q6S5L8,A0A0B4J274
P0C628,Q9Y446
Q63ZE4,Q8NEY8
Q9BWV1,O43897
P01767,O75603
Q92935,Q3ZCX4
P36915,Q9Y2L6
O00445,Q9Y5Z0
P35542,Q8IYB4
Q2VPK5,Q9Y2G5
Q8WUF5,P08910
Q6P3W6,Q9Y6Q6
P07902,Q6IQ19
Q8TDX6,P47944
P32119,Q9H9L7
Q7L2H7,Q5VT79
Q8NG66,Q9Y2Y0
Q9ULV4,Q99758
Q6ZVD8,Q9Y5Y3
Q9P253,O43598
Q8N2Y8,Q99959
Q15811,Q7L2R6
P17481,Q9Y3T9
Q9Y343,Q7Z4V0
P31944,Q9BS86
Q8IYS1,P22303
Q9H875,Q4ZG55
Q86UD0,Q9C0B2
Q9BSQ5,Q8WWZ3
Q9HAW0,Q16280
O00170,O00141
Q86UA6,Q96CB9
P11234,Q8N0Z8
Q13418,Q8IWB9
Q5BKY1,P35237
B0I1T2,Q9Y6G1
P98164,Q6ZNE9
Q6P1M0,Q9BT76
P35030,Q8NF99
Q9H158,Q5GLZ8
Q9Y5K1,Q9BU20
P30939,P62316
Q99680,O60262
Q6ZMZ0,P42684
Q15517,Q8NGG7
Q96DN5,O60610
Q92876,Q86XP1
Q96GR4,P42330
P80294,P48594
P04114,Q8WZ74
P25815,P47928
Q8TD31,O95490
Q96CX2,Q6ZP82
Q00013,Q9NP73
Q5RKV6,Q9NZM1
Q96AP4,Q8NCM2
P52565,Q6BCY4
P61081,Q96GR4
Q9BXJ1,Q9BZA5
P68400,Q96R45
Q9NPA2,A6NML5
Q15366,Q9Y5J1
Q2KHM9,Q96SU4
Q3V5L5,Q9UPG8
Q13526,P04054
Q86UE4,Q9BVW6
Q8TF32,P60006
P61927,Q9NZL6
Q9C010,Q8TD26
P35659,Q92982
O75027,A0A0C4DH32
Q16348,P58294
Q8N6W0,P36941
Q8WW43,A6NMY6
P31276,O95149
O60237,Q6SJ96
Q7Z5A8,A6NCE7
O43674,Q96BW1
P05413,Q06265
Q02083,P24539
Q8NHY0,Q9BWT1
Q9ULW6,P29372
P61106,Q6BDS2
P14209,Q9UGJ0
Q7Z3Z2,Q86T96
Q2M1V0,P51512
Q96N21,Q9H0U3
O43609,P55285
P20671,Q12931
Q08170,P31273
P41162,P35637
Q9P2D3,Q8N130
Q00537,Q9BPZ7
Q8NE62,O43490
Q9BYC9,Q9NY46
Q86SG2,Q8NG31
Q86TD4,O14965
Q8IZQ5,Q15858
Q13478,Q49A26
Q15846,P35503
P42702,O43681
Q9NV96,Q14442
Q13123,Q92611
P51857,P14621
Q6N022,Q6ZS17
Q3YBR2,P01699
P31350,Q8TAS1
Q96F46,Q9BWX1
Q92952,Q7RTR2
P52735,Q96L42
O43598,Q6YN16
Q8N7R1,P49901
Q9H9J2,Q96G03
Q8IUC0,P51948
Q9H4Q3,P46439
Q12947,P50443
Q9H221,Q99677
Q5VY09,O43715
Q9Y4G6,Q13404
Q9UBY9,P01241
P14410,O95997
O00303,Q9UJW3
O43903,O75197
Q9UNG2,P08910
P20472,Q96AK3
P18065,Q9NQR4
Q99504,Q9BSR8
Q92552,P60866
Q9ULP0,Q9UIJ5
Q8TDR4,Q9UHB7
P25025,O75486
Q96L33,Q53GS7
Q9NYK5,Q99962
Q5TI25,O60826
Q15645,Q9UHM6
O95236,A0A075B6S9
Q9UM73,A2RUB1
P07355,Q92988
P19793,P0CI26
O15195,P23497
P21453,O75409
Q16790,Q9UH36
Q96QA5,Q15642
P14174,P36980
P10586,P48506
Q9NR16,P28799
Q9H400,Q9UBR2
Q9UBD6,P60331
Q9UJY4,Q96MS3
O75808,Q01130
Q9H013,Q4ZG55
Q8IWA4,P20226
Q8TCT7,Q9NQX5
A0MZ66,Q9UBU3
P58876,Q9H7E2
P41970,A8MPS7
Q9NRR8,P0CG13
P15289,Q8NBP7
Q9H0T7,P35249
Q86WV6,Q8WW27
Q96N06,P34998
Q7RTW8,Q14997
Q8IWQ3,Q6PJI9
Q9UQ49,Q14353
Q14657,P06133
P05455,Q8NBR6
Q86TG7,Q99680
Q5JZY3,P00451
P42680,O60671
Q15032,Q5T5D7
P11168,Q5VU92
P35610,Q8N4V2
O75153,O75604
P63244,Q96NS5
P38398,Q96BH3
Q9H2F3,Q00610
Q96LD4,O75838
P60709,Q2KHM9
Q9UKL3,Q15818
Q9HAR2,Q96EK2
Q16445,P49757
O95867,Q6UWL6
Q9BU79,Q68D85
Q92619,Q6UXM1
Q96HA9,O75462
Q14410,P42263
Q9NZ71,Q9Y5F9
Q05329,P00734
P19652,Q8WZ60
Q9Y3C6,P11177
P62714,P82933
P08123,P57737
P51826,Q8NF91
P48059,Q9UL17
Q8IVV8,O14832
Q86WN1,Q6QHK4
Q969J3,Q8N3V7
Q495W5,Q9UL42
Q99828,Q9H672
Q6ZSG1,Q96FZ7
P02656,Q15653
Q9HCL2,Q8IVN3
Q6ZNC8,Q8WZA2
P30414,O75354
P31483,Q2MV58
Q5T481,O43567
Q8N6C5,P51617
Q8NCU7,Q8TC59
Q8NHW4,Q99873
Q8N2W9,P16104
Q9HAV5,P43026
Q5JWR5,Q99999
A0A087WXM9,Q9HAW7
Q9UJX0,Q9C0B0
Q9BVC6,Q9H5J0
Q9C040,P06899
Q8N257,A1L167
Q96SF7,Q9Y6F1
Q9GZP4,P17032
Q9H1C4,A6NFX1
Q5KU26,Q7L8C5
Q96SJ8,P0CL84
Q9UK61,Q96NB3
Q9Y2W1,O60704
Q9P246,Q9UII4
Q8TF30,Q9NPJ3
Q9NY57,P04733
Q96EB1,Q9Y2Z4
Q6UX82,P50226
Q9H2B2,Q03924
Q14593,Q9NRW1
Q92835,Q8WUU4
P56937,P12883
Q13177,Q9H3S5
Q9BXL8,Q9UQQ2
Q9HCQ7,Q96BF6
P14635,P08F94
Q9UPT8,Q8WVK2
Q9UPN6,Q9NV56
P0CB48,P49796
Q7RTU4,Q96LU7
Q9NTJ3,O43812
Q8N7H5,Q7Z7H5
Q7RTU7,P0DOX8
B1AK76,Q5TEJ8
Q13542,Q5HYK3
P42566,Q16478
P51178,Q8N1N5
Q9Y2T1,P10599
Q5W5W9,Q8N7C0
Q9Y4D7,P47898
Q9HAV7,Q96FX7
Q9GZV8,Q9H3H5
Q96GW9,Q8NH94
P28715,Q86T13
Q969V5,Q9UBZ4
Q6ZW61,Q13315
Q9UPE1,Q0VAF6
P49917,Q14315
Q9UGT4,Q9BZK7
Q9UHQ4,P55899
Q01344,Q06190
P31689,Q86VZ2
Q13796,A6NLW8
P42336,Q96K62
O75346,Q6PEY2
A0A0A0MRZ8,Q8IXT1
Q15052,Q96BN2
A9UHW6,P0C7U1
Q9BT40,Q13606
P35858,Q96DT0
P63010,P59074
Q5H9U9,Q96GR2
Q8TBC4,O95900
Q2TAA8,P05111
P63133,Q8N4G2
Q01628,Q9UMX3
Q6ZP01,O95977
Q86Y91,Q9UKK6
Q8IY57,Q9H1Z4
O75843,P51808
Q86Z02,Q96H22
P49454,P29973
P50406,Q13112
Q96EB6,Q6IPT4
Q9BQB4,Q8IVA1
Q02086,A6NF01
O14746,A6NI79
Q9H1R2,Q9NZ01
O75363,Q6UW63
Q16637,Q8N0U8
O00425,Q8NC69
Q9BZJ0,Q92622
Q9BRR0,Q13751
Q96NU7,P49768
P78411,Q9GZN2
P11387,P0DN25
P27169,Q8TES7
Q96HH6,Q8N127
Q2PZI1,Q96S94
P01178,Q96JK2
O00154,P32302
P05060,Q6ZNH5
A2RUS2,P08949
Q9UJT0,Q9BXU1
Q659C4,P17010
O95568,P08631
Q96P20,P26367
Q96N67,P04216
Q9H169,Q5VY43
O43813,Q6I9Y2
P43694,Q13349
Q6NX45,Q9NPC7
Q14CS0,Q5VST6
P39905,Q9H477
Q9UL46,Q96EK6
Q92990,Q9H4D5
P54920,Q6GPI1
Q96RU3,O75787
Q12864,Q5T9A4
Q15139,Q3SXY7
Q8N6F1,P78413
Q9UKT5,Q7Z388
Q8NGN6,O60296
Q9NUL5,P51512
Q9UKD1,O43927
Q9P2R3,O60645
O75947,O15260
P42773,Q8WVE0
P51668,O00299
Q8NFU7,Q9BTP6
Q05932,P07585
Q5C9Z4,Q6UXV0
Q15760,P13693
Q86VX2,Q96NY9
A6NFC5,P78317
P09496,P10746
Q96JG9,P46060
O43593,O14672
P01135,Q9Y3A3
Q7Z713,Q9UNQ0
Q8WXD0,Q9BW85
O43347,Q96AX1
P62805,O15229
Q96E93,P62910
B2RPK0,Q8IVH2
Q92786,P05108
O14513,P01859
A6PVL3,Q9NZP8
Q9UHF0,Q5U651
Q9UKT6,P43080
P55317,Q96A32
Q86SX3,Q53EV4
Q19T08,O15488
Q687X5,Q12887
Q05084,P49458
Q8TED9,Q9Y613
P52744,Q13685
A2RRP1,P51684
Q9UJ71,P45381
Q9NRR2,Q96HU1
A6NDE4,Q15334
P56159,P54108
Q9UBX0,P20264
Q8WUS8,Q9UNS1
P51157,Q9Y3C6
Q9H4G8,P54578
P24557,Q86YC3
P56730,Q9BX26
O15432,Q6VN20
O00764,A4D2G3
Q9NX20,Q3KR37
Q96GN5,P11717
Q99999,Q9Y534
O75342,Q1HG44
P61165,P25090
Q08170,Q86WI1
Q15853,O75154
Q9UIF7,Q5SRR4
P62875,Q13145
Q96S37,Q9HD43
Q6ZN66,A0A087X1C5
O00167,Q13107
Q96DN5,Q9NPF5
Q9UGM6,Q8TAC1
Q8TCB0,O95168
P19440,P49257
P51693,Q5TH74
Q9Y6Y1,Q9UBS8
P16871,P02751
Q9NPB3,Q5TZ20
Q96P69,Q12952
Q969M3,Q5JSH3
Q15326,Q9BSA9
Q9NV06,Q96PN7
P17813,P01303
Q5SZQ8,Q14693
P29692,Q14593
Q96A44,Q96IC2
Q6Q759,P14373
Q9C0J9,Q6ZS10
A6PVL3,Q13145
O75197,O43374
Q99536,P00488
Q96PR1,Q96T51
Q9C030,Q8NHH9
P01011,Q5K651
Q96LR4,Q14BN4
P40198,Q13761
Q8N8A6,Q8N9I0
Q15532,O95298
Q9NPI5,Q9BSE4
Q16625,Q14155
A0A0A6YYK7,Q6P5X7
Q14207,Q8N339
Q16560,Q8NGF6
Q9Y6I7,Q96LA8
Q8NAP3,O75323
A0A075B6X5,Q13421
Q96B26,Q92928
Q8NEW0,Q8IUQ4
P00451,P55040
P03372,Q96NL3
Q6UX46,A6NKF7
Q9BYW2,Q96KV7
Q8NH73,Q9H0U6
Q9UBM1,A0PJK1
Q9NYM4,P51813
O95397,Q8NGJ0
P02533,Q86V15
A0A0A6YYK6,Q96IY4
P20309,Q9H0D6
Q9H3S7,Q92817
Q15646,Q14938
P23352,P00491
Q9BSU3,Q8IWU4
Q9H568,Q92879
Q96FM1,Q8WTX7
Q7L5N7,Q8NES3
P34931,Q6P3W7
Q6IA69,Q8WV74
Q8N1I0,Q96IW2
Q9ULD2,O14521
Q9P0L9,Q14566
P30203,Q504Y0
Q9NSD9,P58743
Q14257,Q5VXI9
Q5RI15,Q99501
Q8N766,Q99612
Q6N022,Q9NPH0
Q96HR9,Q8IXH7
P35575,Q04760
P49792,O60844
Q93063,F5GYI3
Q6NZ67,Q8IVB4
Q13952,O15218
Q99687,Q92547
Q96D53,P78318
Q9UM11,Q14767
P0CF74,Q7L0Q8
P35749,Q9UKT9
Q86WA8,Q9Y4K0
Q5DJT8,Q5T0L3
Q9BV38,O95377
P52737,P56524
Q8NHU3,Q969L2
Q3ZLR7,Q709F0
Q76G19,Q15672
P01344,P0DP25
Q9H0Q3,Q5W5W9
Q9UBC5,O95302
Q86YJ6,A6H8Y1
O95563,Q9UJD0
Q53GG5,Q5JW98
Q3ZCN5,Q14166
P52823,Q53HL2
Q9UHE5,A0A075B6S5
Q03164,O75379
Q29RF7,Q9Y222
Q8NGL7,Q9NPY3
O14498,O95400
P11441,P43166
Q14206,Q8IXM3
P36969,P08047
Q01851,Q5TGY3
Q3KP31,P54107
Q8N1F8,Q14249
Q96NW4,O43818
A0A1W2PPM1,Q6PUV4
P01138,Q8NFN8
Q14563,P09429
Q9UPN9,Q99999
Q9H158,P82664
Q1W4C9,Q14894
Q96G46,P50750
Q5SZQ8,Q8N2G6
Q7L8A9,O75956
Q01081,Q8NGE8
P01589,Q9Y586
P42167,Q53EU6
P22695,Q15633
Q6YHU6,Q8NG95
Q8NI08,Q96KN2
Q9NPG8,P43378
Q96A84,P13232
P50406,P07949
Q15389,Q14896
P49792,Q92743
P86791,Q9NTI5
Q99571,O75616
Q5VTD9,Q13202
Q8WV35,P49588
A6H8M9,Q9UHJ9
Q7L273,Q9H008
Q13530,A4D2B8
Q9UI08,Q496Y0
O14939,Q8IYX1
B1AK53,P54852
Q6ZNC8,Q96H86
P61578,P00918
Q9BW91,Q16769
Q96N38,P55042
Q9H7F0,Q9P2S2
O43692,Q495T6
Q9BT88,P43489
P08173,Q8WUA4
Q86SQ4,Q96S79
O00533,Q9UJW7
Q9UFF9,Q7L1S5
Q9NR71,P52594
O94956,Q15013
Q9ULD5,P17544
A8TX70,P01350
Q6UVK1,Q99569
P40616,Q5EBL8
Q16206,Q6IN85
Q5JUK2,Q8N146
O00471,Q8NA72
Q9BQ31,P54852
Q08ET2,P61224
Q9BXW9,Q5JU67
O95298,Q8N884
Q86VY4,Q5J8M3
Q8N157,Q8IVQ6
Q9NRP4,P08575
A0A087WT02,Q0VDD8
Q92837,Q9Y6C5
Q9HAV4,Q5T124
Q6DN03,Q9Y2X0
Q9NY35,Q8N9I0
P49223,Q14117
P52797,Q9NPB9
Q9BZE9,Q8N158
Q8NES3,Q9H6I2
Q5H9J7,Q8N511
Q9HC78,Q14789
P05538,Q8WVK7
Q5VU65,Q96ET8
Q96QR1,Q6A555
P19634,Q9Y6I9
P33121,Q8N983
Q9HA47,P78527
Q9H0E7,O75477
Q86UZ6,P55196
P39656,Q9Y6X0
H0YL14,O60774
Q9H205,Q16706
Q01814,P29508
Q13510,Q8N5Z0
Q9H3N1,Q8WXK1
P09172,Q96HY6
P48058,P52788
Q15916,P10768
Q92947,Q96JP0
O94759,Q8N349
Q9HA77,Q8TCI5
Q8IYH5,Q0VAM2
P21399,Q9NX62
Q8N4L2,Q9NSC7
Q92616,Q71RS6
O75800,Q96LU5
P51692,P14060
Q9Y2R9,Q8WZ82
Q96JP2,Q9H9Y6
Q13868,P01594
Q8NEN0,P35269
P26572,Q05D32
Q3KRB8,P04085
O14545,P07741
Q13610,Q6PJP8
Q9BQI5,Q96R30
Q70CQ3,Q8N9M5
Q9C0A0,Q6PFW1
Q9NPG2,P13984
Q9UJ72,Q6ZN06
Q6P6C2,P57789
Q9NV06,Q9Y2S7
Q13619,P56696
Q86SX6,Q9H9J4
P05388,Q00403
A8MWK0,P0DPB3
O43752,O95050
Q8NCE0,P05543
P61236,Q8IWZ5
Q9H6D7,Q496F6
P07949,O14512
Q9BQ75,Q9UBR4
Q86WA9,Q9Y446
P11464,O95704
O15218,P06881
Q8N1W1,Q8IYU2
Q8N4P2,Q16719
O75604,P35914
B2RXH2,P15382
Q7Z407,Q8N3V7
Q7Z3Z0,Q9BTX3
P24593,O15218
Q96KF2,O14795
Q15345,P49746
A6NDG6,Q16559
P36969,Q9P2H3
Q13326,Q96SZ6
O75794,Q8WUW1
Q9Y5K8,P09564
O15381,Q9BXM0
Q8N7C4,O60519
Q9BRT9,Q92536
Q96RE9,Q49MI3
Q7KZI7,Q96JA1
P62079,O14618
P20671,P16473
Q9NWZ5,Q9UKM9
P31271,Q9NP81
Q96NB1,A8MW95
Q13185,Q9BTC8
O60879,Q9UGQ3
Q49A88,Q96KC8
P0DPK3,P43351
Q8WXS4,P62760
Q9UGC7,Q86US8
P63146,Q9UGB7
P40199,Q8WUQ7
O14558,P33261
O60939,P78508
Q9HB14,Q96EH3
Q9H081,P02686
O43711,Q9BYD5
Q587J8,P14921
O95164,P0CG29
O00555,P68431
Q96K76,Q08881
P55064,P49238
Q9UKP3,Q9UL26
Q9UBG7,Q96LU5
O15243,P61247
Q9BTX1,Q16849
P39880,O95932
Q71U36,Q96N23
Q6PJ21,Q8NGX5
Q9P265,A0A1B0GVZ6
P27487,P24821
Q9BY11,Q14512
P20810,P49959
O15427,P34896
Q8NE22,Q13015
Q96P48,O94906
Q9ULG1,Q5I7T1
Q9Y3A6,P56880
P13686,Q9UM63
P04196,O43516
Q86XF0,Q9P0W2
Q8TBB1,Q96F45
Q9NR50,P41586
Q9NXN4,P08729
Q9NWZ3,Q9BTV7
P0DPB3,Q9H5V9
Q08209,Q9UDX3
O94956,P15538
Q9BVC6,Q6Y1H2
Q9BV35,Q8TF17
Q3LXA3,O75417
Q9UGC6,Q15363
Q9BZQ6,Q9Y3I0
Q8NHC7,P33241
P58304,Q9NPF7
Q13724,O15294
Q86SJ6,P84077
Q7RTS3,P25713
Q9BTT4,Q9NS87
Q8IZA3,O95897
O75069,P62258
Q9NRE2,Q9UNI6
O00222,P04424
Q9BQ83,Q8IYB4
Q13228,Q8NFV4
Q8N292,P42356
Q9H4K7,Q6NTF9
Q8IU99,Q15916
P49792,Q6U841
P31260,P42336
Q9UJ96,Q969M1
Q9H204,Q8IUX1
P60568,Q8WUM4
C9J202,P51532
P50591,Q8NHU6
Q06278,Q5VW22
P63162,P16662
Q8IXU6,Q6PI25
P30989,P51689
O75969,Q9BXR6
O15062,Q99996
Q8WV37,Q9Y4H4
P24752,O43316
O75556,P23946
Q92536,Q13242
Q9UQ05,Q68DX3
P0DN82,P15291
O43924,Q8NEN9
P02686,P20265
Q8N7U7,Q86YW9
Q8WUJ1,P10696
Q3L8U1,Q6XPS3
P60006,P41567
Q15617,Q13118
Q5XLA6,P10747
O00566,Q15615
P68400,Q14494
P13521,Q9NWU1
Q6ZUU3,Q9UPV9
P43694,P69208
P11217,O15155
B4DU55,Q14956
P43251,Q96MS3
P68400,P35790
Q8WUA7,Q5VTE6
Q5GLZ8,Q9NTJ4
P19087,Q9BTL3
Q9Y2P4,Q15311
Q9H6F5,P47887
Q96QZ0,Q16385
Q96CK0,P00387
P35226,Q3MIT2
P0CJ68,P16278
Q96F46,Q6L8G9
Q13449,P21709
Q9HBD1,Q8TF01
Q9Y5S1,Q4FZB7
Q5FWF7,P56182
O60513,P49411
Q8N5J2,Q5T5A4
Q9Y2K1,A3KN83
P0C7P4,Q86VZ5
Q9UEE9,Q96JF0
Q9Y450,Q6UWI4
O95755,O95999
O94804,Q8N2G8
Q9UPM8,Q9NQ33
P13866,Q8NE86
Q8TCW9,Q6L8Q7
O95467,Q96A73
Q9UHA3,Q6YI46
Q9UKR0,O00370
Q8NCD3,Q9BSJ8
Q96HR3,O14617
Q96FC7,Q9HBG6
Q5VVJ2,P48454
Q8IWV2,P63313
A0A075B6T8,A1A4Y4
Q96EN8,Q9P2J5
P13667,P01116
Q5K4E3,Q8TCE6
O60543,Q9C0D0
Q9UNW9,Q9BZI1
Q6UXE8,Q6J9G0
P28072,Q6XR72
P20155,P16070
Q13562,P14784
Q8WTS1,Q6PGQ7
P35680,O43660
Q13634,P78318
Q15637,Q8N5M1
O43314,P27986
Q1W209,Q07687
P53794,Q5HYK9
Q9BXC1,Q6GPI1
P22033,Q96EK5
O95630,Q8TDS5
Q9Y5A9,Q96P53
P49736,P0CV99
Q5TEU4,Q14541
A0A075B6I9,P01127
P11464,P62241
Q9P2M4,P30559
P25105,Q969F8
Q8N1S5,Q7Z3E5
Q9C0B5,Q8IUE6
Q9Y5Y3,Q6UWK7
Q8NHU6,Q9HC24
Q8N682,A6NHT5
Q16625,Q8IXM3
Q8N0X4,P16219
Q8TDR0,P52306
O95803,O00481
P48023,Q8NCK7
Q6ZMB0,P08183
Q9Y2M5,Q12852
P05106,O95395
Q9Y696,O14818
Q658L1,Q9BRU2
P61599,P09543
Q15435,O14548
Q9Y291,Q8WYP5
Q8TDV5,Q9HB21
Q14994,Q8IY51
Q92576,Q6PEW1
Q9HCH5,Q495M9
O00151,P63131
Q8WVC6,O43374
Q14746,Q96QD9
Q14587,Q8IZN7
P09629,P60372
Q9P1W9,Q9H3R2
Q7L5N7,Q8NHH9
Q5VWP2,Q96DA0
Q8TE73,Q8N414
