Q8TBF5,Q8TBF4
Q15797,Q6MZZ7
O15511,Q4VNC1
Q9NPH9,Q96T51
P15822,Q96RF0
P02533,P09132
Q9NR16,Q04917
Q02556,Q5T6J7
Q9UL54,Q9UHN1
Q96KN4,Q96PD4
Q9H6L2,Q9NXH3
Q92823,Q8NEY1
P14653,Q96CB8
Q9BXU9,P0DP03
Q9NRH2,P16591
P41595,P60866
Q969Z4,P80370
Q16378,Q5T4W7
Q8N2I9,Q9Y561
A6NDE4,Q96CB8
Q9UBC7,P20711
Q13177,A8MYZ5
Q8WXJ9,Q8NG78
Q15633,Q6L8Q7
Q86WG5,Q96QE5
Q4G0N4,Q8TDL5
Q8NES8,Q13571
Q32P51,Q8N6H7
Q10471,Q5VV67
Q8NE65,O95163
Q9NS75,Q9UPT8
O95221,Q9NW13
Q7L8L6,O60583
Q96FC9,A6NDD5
Q8N9V6,Q9UDW3
Q5JT82,Q9BUN8
O15118,P52926
P31483,P49223
Q9NQZ7,Q76I76
Q76KD6,Q5EBL4
Q99698,O60518
Q8N1B3,O14613
Q15047,Q92859
Q12979,O60565
Q9UKK9,Q9NR97
Q9BVS4,P24468
Q9NS98,O75718
P32321,Q58FF3
Q8NCT1,Q969G3
Q9NXF8,Q9BQI9
Q9Y2R4,Q53R41
Q15013,Q8WWQ8
O95521,Q52LA3
P54646,Q9H0U9
P28358,O43307
Q02878,Q6IMI6
Q9NXR1,A0A1B0GVQ0
Q7Z4P5,Q9BZC7
O94892,Q96RT1
Q96SZ6,P00390
Q9UKN5,Q16795
Q6NSI4,Q9P266
Q9ULL1,P10721
Q8NEE6,Q8NCL4
Q8N5J4,P27216
Q8TE67,Q8NEM8
Q9UPP5,P06132
P49773,Q8N184
Q9BSU1,Q8WUQ7
Q9HCE0,O76099
Q96IK1,Q9Y6X9
Q8N103,Q9Y330
P24752,O75602
A8MWV9,Q6UX40
A6NDR6,Q4ZIN3
Q9UKX3,A6NHL2
P20648,Q9NR82
O00244,Q8IX07
Q9HD89,Q13352
A8MZ59,P13612
Q92990,P50552
P48730,Q5JS13
Q8IYU4,Q8IVA1
O94925,Q9UBV7
Q7Z333,Q8N2Q7
Q8NBF2,Q9Y2A4
Q6ZNG9,Q86WV6
Q13094,O94900
Q8N4V2,Q8TAA5
Q9Y619,Q969H6
Q9Y4Z0,B1ANY3
Q9UBB4,Q8TF66
P04003,Q9NYW2
Q8IYH5,Q9Y2Y9
O95672,Q9UPN6
Q8N2S1,O76099
Q9P2D6,Q6PJ69
Q8NGX6,O95998
P21583,Q8NGK6
Q8N9I5,Q8NE09
Q9H1K1,Q9NYR9
O00592,Q8NGP6
Q8NGX8,P01714
Q6IEU7,Q9UMW8
O95168,P0DJI9
Q9NUD9,Q3SY69
Q9Y2H6,Q9H116
Q93062,P32302
O75897,Q92988
A6NJ78,P54756
Q58DX5,P60508
Q13094,Q6PJE2
Q96HG1,Q15035
Q02575,Q8WZ84
Q9H334,P35663
Q96PD5,Q14520
Q8NFC6,O94818
Q9HAR2,A0A0C4DH31
Q10981,A8MUX0
P34910,Q5VST9
Q92953,Q86YV9
Q9BYK8,Q9Y5K8
Q8N8N0,Q96H40
Q6PJI9,Q9UQL6
Q9H6R4,Q9P243
O75175,A8MQT2
O00370,P78543
Q9H4I9,P03971
P10071,Q7M4L6
Q99801,O43861
Q9H6V9,P62269
Q9Y2C5,Q5JU67
Q71H61,Q3LI70
Q8NFJ5,P11217
Q99471,Q8NFZ3
P10914,P00387
Q96F24,Q6P2C8
Q86UE6,P10415
Q9Y566,Q96HU8
Q9NR45,Q96Q35
Q9BRG2,O14753
P46019,Q15125
Q15155,P61758
Q8TF42,P62736
O75417,O00161
Q96A84,Q8NCR0
Q9BXD5,Q969T9
P16144,O95071
P59046,P14778
Q99685,Q9HC07
O14594,Q9Y6Y8
O43677,Q92765
Q6PCD5,P59095
P12829,Q9Y282
Q9UMX3,O75110
P48637,Q14164
Q9P0L9,Q9HCG8
Q9NP56,Q13075
Q9Y673,Q9UQQ1
P22234,Q9ULV8
Q8N3C0,Q9BQA9
O15541,Q9UJM8
P01042,Q96C12
Q8NH73,Q14094
Q9UKB1,Q96AT9
Q8IZX4,Q6UB35
Q4V348,Q12929
Q96RS0,Q12882
O75578,Q6JVE9
P15291,Q9Y336
O00399,Q53EV4
O14633,Q8IWB4
P80192,Q9Y4E8
Q96PG8,Q12918
Q9H175,Q86W26
Q9HBE4,Q6DKI1
P82650,Q8IVL1
Q9NXR1,P08754
O15397,P55056
Q9BXJ1,O14753
P51168,Q9BWG4
Q96I13,Q9NQQ7
Q8NCD3,Q6ZT12
O00408,P23945
Q9UKT8,O75367
A6NFN3,Q9Y646
Q9H0K6,Q7Z4H3
Q8TEE9,P28360
Q9GZP7,A9Z1Z3
Q14934,Q96EV8
P22415,Q1KMD3
Q9H0E3,Q8IZA0
O15072,Q8IVG9
Q10570,P50452
P80192,Q9BVL2
P48634,Q9BSJ2
P0DN81,O00559
Q9NXR8,Q9H4I0
P54886,Q9BUM1
Q13428,Q9NZ20
Q13304,P51572
P26572,Q9BU61
Q9H7C9,P38919
Q9Y3E2,Q8IUX1
Q8N4X5,Q8NGT1
P42226,A6NFD8
Q99732,Q9H9Q2
Q02080,O75052
Q8TDR2,Q96JC1
Q9Y496,Q9P035
Q9NRP0,P13984
B3KU38,Q5SXM8
Q86T96,Q9BT49
Q07325,Q96B18
Q8WXE9,P0CB47
P55157,Q9BWS9
P59544,Q9UK32
Q9HAU8,Q6B0I6
Q9Y3M9,P30405
Q99788,P51575
Q6ZN30,Q8WV44
Q9C0F1,P51511
Q9BRA0,P24001
Q5T2D2,Q9BUA3
Q5SYC1,Q9BZD6
Q6IMI4,P28799
Q8NGN1,Q96R48
Q12986,Q96FN9
Q7Z713,O15266
Q9Y2N7,A0A1W2PR19
P24752,Q16617
P13726,O75448
Q14451,Q6P161
P17931,O95013
P07437,Q86Y34
P21953,Q9BZM6
Q8NBZ0,A1XBS5
Q9Y5E4,Q6T311
Q13461,Q15527
Q9NPD5,P10720
O60447,Q9BSH5
Q9NRE2,Q2TAA8
Q96H96,Q9NVE5
Q8NI60,P56693
O14493,Q9NSY0
A8MXZ3,O75951
Q9HBX9,Q02577
P10412,Q9UKL2
Q8N4M1,P49888
Q9NZH0,Q15554
Q9NZK5,Q8TEW8
Q6UW68,P36269
Q96M11,Q8IUH3
Q9UJM3,Q9BYG5
Q8N4B4,O00534
Q9UBQ5,Q9NTK1
Q9NVD7,P09544
O94769,O60674
Q9Y606,P43364
Q03169,Q16719
Q01664,Q6P3W7
P11511,Q13434
Q9GZV7,Q96K30
Q9Y2B4,Q08AM6
Q5VTB9,Q96JE9
Q96PB1,P35367
Q9UJA5,Q7Z3J3
Q86YL5,Q96H78
P63126,Q7RTU0
Q8N490,Q4W5N1
Q9BZ67,Q9H8L6
Q8WWQ0,O76071
A0A0B4J1U3,Q00526
P01594,Q6A555
Q9BQ67,Q9H633
O00748,Q96PD2
O76014,P0CG48
O60678,Q8NEN0
P62316,Q4KMQ2
Q96A22,O60331
Q86VQ0,P0DP73
O14512,Q8N6Q8
Q96S82,P0C7U0
Q96FM1,O95747
Q9UJT2,Q9BXA5
Q96RR1,P22792
P22455,P14778
Q96RP3,Q6ZNJ1
Q9NXV6,Q92903
O95948,Q9HBE1
Q86VQ0,Q9UIX4
A0A075B6I4,P29275
O94907,A6NLJ0
A6NMN3,O95150
P78556,Q9UNQ0
Q01629,Q16666
Q9NVU0,P17693
P60201,P10966
Q86SM5,Q7RTS7
Q9UJF2,Q5R3F8
P23759,Q15059
O43716,Q9UBK7
O94905,Q9NX20
O75711,Q9BRT6
A1X283,Q96MW5
O60243,Q5XX13
P00395,P81534
P53384,Q7Z4Y8
A0A0A6YYK7,P24588
Q9H6P5,P52306
Q13291,Q8NFZ8
Q9H3T2,P40337
Q5T4F7,Q96PY6
O95342,Q9UNW1
Q9NSP4,P06756
P52824,Q9UBX3
A0A0C4DH43,P35527
Q969I3,Q15366
Q96RR4,A6NF83
O60476,Q8N8R3
Q9UI40,O43897
P12270,P56178
Q9BSK4,Q16576
Q53FV1,P11413
Q658K8,P49335
Q9NSU2,Q92692
Q14642,Q15785
Q9GZZ6,P46779
Q9H2B2,Q9UFH2
Q92963,Q8WZA6
Q9NQT8,Q9UBS0
Q92637,P02647
P61764,P20393
Q8WUJ3,Q9UQ16
Q9UF02,Q9UKL2
Q8TC99,Q13356
Q16625,Q14147
Q13794,A6NN92
A0A0A0MS14,Q9UBB6
Q8WUH2,Q8TF62
Q9Y623,O43313
A8MTQ0,P60900
P07988,Q7Z5L7
Q4VC39,P0DL12
Q99598,Q99990
Q5JWF8,Q6UQ28
Q14213,Q9H2A7
Q8WVM0,Q9UBD0
Q2QGD7,Q9BWK5
Q8IV16,Q9UBS5
Q9BRV8,P28161
P84085,Q6IF36
Q9P273,Q9Y5J7
Q08334,Q6ZNR0
Q9NZN1,Q96CX2
Q8IW75,Q99742
Q9NYP3,P03999
Q15911,Q6FI81
Q16667,Q8N1F7
Q8NI51,Q9HBL6
Q5VSG8,Q99856
O15269,Q14642
Q86W56,Q05516
O43361,Q86WC4
Q29980,Q5W186
Q9UJV8,P51570
Q99965,Q8NGN4
P49796,Q9H320
P52803,O00238
Q53QZ3,Q15121
Q9BYU5,Q7Z4H9
Q96JQ2,P50443
Q96AE7,Q96CH1
Q96LD1,P12931
Q6PGN9,Q8WTT0
Q9BZJ7,O60235
Q96M43,P10768
Q9ULB4,P46063
Q5U651,Q8N4Q1
Q8NCW0,Q9NYM9
Q9H8K7,P14061
Q7RTU5,Q06520
Q96TA0,Q00872
P49459,Q562R1
Q9BQI5,Q8N1F7
Q9UGK8,Q9Y4A9
Q9NV35,Q9UKC9
Q8WUJ3,Q8NAN2
P00387,Q92813
Q9H0A6,O76036
Q8N3G9,P13682
P25705,Q8TF62
Q96RT7,Q7Z4I7
P49736,A0A286YEV6
Q99750,O95460
P20849,Q9HBD1
Q9BW72,Q63ZE4
Q9UBC9,O94827
P31939,Q9BZM5
Q9UIF8,Q8TBE1
O75204,O95816
O95813,Q01524
Q9H7C9,O95388
Q96NL1,Q2WGJ8
Q8TEA7,Q13427
P0DMP2,Q9BV44
Q96I82,O95259
Q9BZF2,Q96HU8
O95715,P63132
Q5TD97,Q8IWB1
Q04446,P52435
Q96N20,Q15527
Q9BRK0,Q9GZS9
Q14919,Q9NX09
Q16762,Q8WXC6
Q8N8U2,P51572
Q05925,Q9BZQ6
Q9UHI5,Q9Y5F3
P0DJI9,Q9NYF3
Q86TL2,Q8NDY6
P48960,P12524
Q96A57,Q6PK04
Q86UE6,Q8TB96
O00488,P51814
C9JJH3,Q9H1J5
Q12830,Q4G1C9
P10114,P56524
Q6ZN44,Q8IWB9
Q92541,Q9NPJ1
O14929,Q16594
Q96GK7,Q03468
Q8NF50,P59190
Q9UBC3,Q9UII4
Q9NX58,Q8IUZ5
Q6BEB4,Q8N6G6
O95361,O75223
O95922,O75884
Q7Z7F0,Q8IVW4
Q5TBA9,P24844
Q9UJ71,P02652
C9J202,O95264
Q14164,Q86Y01
P20936,Q8WV60
Q9UMS6,Q15067
Q9P258,Q86W56
Q9NX18,P57086
P16562,A0A0C4DH25
Q8N163,Q9Y576
P62308,Q96F86
Q9NZU1,Q14210
P35590,Q9Y287
Q96F07,Q9HCK4
Q92747,P19784
O75795,Q68DA7
P51800,Q9UI32
P48449,A0A0A0MS14
P46695,Q58FF8
P02741,Q494W8
Q96GE6,P10415
Q9UN42,Q9NQ86
Q8TDM5,Q9NSI8
Q9UQ10,Q8IX18
P82673,O15155
Q9UBP0,O94905
O94991,Q9UJF2
Q9Y6X4,Q9NZD8
P30530,Q8N6L0
Q9UIK5,Q92484
Q6IEY1,Q9GZN2
Q9GZR2,Q07021
P82921,Q8NEY8
Q96G25,O15457
O14764,Q13621
Q6UXI7,Q5TC79
Q7L2H7,Q6MZW2
P0C0E4,Q9Y244
O14681,Q6NXT4
Q8WXE9,P43403
Q5H913,Q96JG6
Q5VZK9,Q96MW1
Q14152,P15382
Q02556,Q6PGN9
P35475,A8MPX8
Q8N9I9,Q8IVH4
Q8NCR0,Q68DV7
Q8NDX2,W6CW81
Q9BQE9,Q14CZ7
Q86UN3,O60291
Q8TE49,Q9BZQ2
Q86XQ3,Q9NPA3
Q8TAL6,Q9NVR7
P06731,O60337
P07477,Q8NGF6
O95206,O95429
P42224,Q5TAH2
Q96RU2,Q96EU7
Q3SYC2,Q9Y576
Q9UIX4,Q9H175
Q13485,Q9HBW9
O15392,P51693
A6NFN3,P52701
P08700,Q9ULG1
A0A0K0K1C0,Q3SXY7
P63092,O43396
Q9H4G0,Q5JXA9
P61024,O43760
P09234,Q9BQT9
Q9UHM6,Q8IWB6
Q5JZY3,P29597
Q9H211,Q6P0N0
Q96RS0,Q6IPU0
Q8NH04,Q6ZUJ8
B3KU38,O94986
Q99470,P18405
Q9HAT1,P0DPD8
P10600,Q9Y3D0
P50616,Q9UQQ2
P55786,Q70E73
Q8N1B3,Q9HAJ7
Q8WVZ1,Q9P0W8
Q96QE2,Q8WUD1
Q13428,B2RUY7
A1L4K1,Q9BYN0
P56179,Q9BWT1
Q08629,Q9Y4X0
P30203,P0C8F1
Q15435,Q5SW24
Q15223,Q52M93
P42694,Q8IX21
Q9Y3Z3,P12036
Q92947,Q9UMR7
Q9UNE7,P53618
Q9HDD0,Q9HBG4
Q16553,Q13347
P51957,Q9UMR3
O60548,A8MXK1
P13489,P54792
P0C1H6,Q08211
O75056,P06132
Q9Y5Y9,Q9UMQ6
Q8NE63,P60568
Q5GH72,Q9ULV4
Q03519,O43491
P24855,Q1W6H9
Q6L8H1,Q969Z4
Q96H96,P0DMU8
Q17R55,P0C874
Q86V20,Q93050
Q96T49,Q99808
P51451,P62263
P09211,Q8IUI8
O95453,Q9H8T0
Q5SGD2,Q9BQQ3
Q96E09,Q01362
P02765,O15217
P05019,Q9UKT9
Q15185,Q5TGZ0
P46013,Q9BV81
P50336,Q9UPP5
P09012,Q8IU68
P09629,P13051
P19387,H3BSY2
P40313,O95455
Q6ZTB9,Q969Z3
A0A087WXS9,Q9H7J1
Q8WUB8,P29371
Q13561,Q8N9I0
P0DN76,Q86W33
P23588,Q99612
Q86Y46,A2RU54
Q8IZP7,Q6PML9
O95163,Q9NSJ1
Q9NQG5,Q6ZQV5
Q13325,Q9Y5H6
Q8IZA3,P0DMU2
Q6GPH4,P59923
O60858,Q9N2K0
Q2M3C6,P52306
Q8NCL9,Q8NH73
Q9UL59,Q96JB5
Q96SL8,H3BPF8
O14633,P32856
Q9UQ90,Q15370
P0C869,Q8TAD8
Q12933,Q8NFK1
Q5SW24,Q9Y253
Q5TBB1,Q8NFZ4
Q08708,Q8NGZ5
Q6ZN01,Q9H4I9
Q96DZ1,Q9Y3L5
Q5RIA9,A1L167
Q6P1M3,Q13352
P0CK97,Q8NBS3
Q14596,Q5HYJ1
O95672,P17947
Q8IX05,P35080
Q6UXU6,P0CG41
Q6ZNB7,Q9UP65
Q92918,Q9NPC7
P14653,Q13191
P56556,Q9NZ01
P62820,P59046
Q9NS82,Q7Z6M3
P17735,Q9Y2E5
P60604,Q5S007
P62861,Q7L1I2
Q8IWU6,Q9Y572
Q9NUM4,Q9UMN6
Q14141,Q92783
P78539,P43652
Q9UBU2,P78324
Q9UK05,P16066
Q86XP1,P29323
Q8IW70,O60656
Q96P70,P57727
Q2TBC4,Q5W0Q7
O15551,P78524
O43739,Q8NH64
P42857,Q9P0U1
P10643,Q8TCG1
Q6UXB4,P09467
O95716,P15882
Q06787,P14866
Q8NB90,Q96PN7
Q9BZ67,Q92618
Q8IZ08,Q96IQ9
Q6ZR37,Q5JTV8
P62495,Q99958
O15205,P35249
Q92574,Q92966
O75391,Q8WWH5
Q96J42,Q495T6
Q53ET0,Q5TCQ9
P38484,Q96E29
O75553,P17980
A0A1W2PPM1,Q9NWK9
Q9BXL7,Q9UBN1
P17024,Q8IY22
Q12766,P35659
P16070,Q15782
O60356,Q9BV86
P08727,P02585
Q14241,Q92618
P25090,Q96LA8
Q9UKK9,P22528
Q9NYM9,Q9C0F1
P08700,P80075
Q68DY9,A9YTQ3
Q9BUN5,Q8WWB7
O15499,Q02080
O43390,Q9HBF4
Q9BXJ9,Q9NYL2
P0C091,O14791
Q9GZZ8,Q8N697
P49792,Q6ZMT4
Q8NGN8,Q9BTL3
Q8N865,O60890
P07602,Q6PGQ7
Q96NG8,Q9Y6F7
Q9BY21,Q9Y4I5
P16885,Q96KN9
P07996,O14494
Q8N8Q3,O75900
O15382,Q16537
Q9HAT1,C9JG80
Q9P1W9,Q7Z3V5
O14974,Q5H9L2
P20151,Q13347
Q6ZSZ6,Q3KNS1
A0A1B0GTW7,Q8WVE6
Q5SZL2,Q9H5L6
Q96PG8,Q9P000
Q92508,P48052
Q13190,Q96PQ0
Q7Z3T8,Q96NL8
O43149,P10588
A0A0G2JMI3,Q16890
P83105,O43781
Q86UV5,Q4G0A6
Q99437,Q9H1A7
O95163,P04075
Q10713,Q96E22
Q8NGI7,Q9HBL7
Q9UBY5,Q13283
P01602,Q14151
P36551,Q9NSV4
P01133,Q9NVR7
O94844,P01624
Q8TDM5,A6NIJ9
Q96RM1,P85298
P06899,Q9BR76
O14717,P48595
Q8IV53,Q9NRD5
Q8NGJ8,O94844
Q8NGY3,P35590
Q5T5X7,Q6XZB0
A6NGU5,P47755
P09093,A8MTJ6
O14842,Q9NPF8
Q9NPD3,Q8N684
Q9Y5G3,Q9H8W4
O75023,Q12931
Q14914,Q8TF01
P20585,Q8NEV4
Q5SSG8,Q66K66
O75439,Q3SXY8
P06703,Q8NH01
Q06187,Q9UH92
P0CJ86,Q9BYR4
Q9H0W5,Q92664
Q6ZPB5,Q9NR20
Q96I51,Q15391
P61163,P23769
B0I1T2,P55265
O95954,P40225
Q8WYB5,Q96GF1
P40227,Q5T5D7
Q9UGN4,Q9H903
Q9H0C3,Q8TDU6
O75712,P55212
Q8IWB7,P25205
Q9BSE2,Q8WZA6
P15036,Q9Y673
Q8WXH6,Q8NCQ7
P0CJ85,P69905
O14511,Q5H8A3
P36551,P01871
P51911,Q8TEM1
Q96B77,Q12864
O43895,Q9Y547
O95229,P10636
Q05952,P47902
Q6IMN6,Q8WVC6
Q9UIF7,P06737
Q9UMQ3,Q9H8H3
P50391,P28066
Q8NBH2,O43683
Q9ULT0,Q14CZ8
O15431,P52741
Q14993,P47888
A0A1B0GX56,Q92851
Q14558,Q8IW36
P29460,Q9P2G9
Q8TD57,B8ZZ34
Q15772,Q9UHA7
P36873,Q7Z5A7
O95340,P52294
Q06547,Q9UJ68
Q8N8E3,Q86YD1
Q9Y2B1,Q9Y2P0
Q13185,Q7Z340
P12980,P43353
Q9H503,Q9NZU0
Q15849,P01732
P67870,Q02577
P03999,Q13118
Q0GE19,Q15465
Q9Y5T5,P0C024
P19404,Q7L014
P24386,Q9UEW3
Q9BZW8,O43808
Q8TDQ7,Q9NYL2
Q9Y4P8,Q9NTG1
Q9UBE8,Q9H4L4
P35443,Q8TEC5
P01854,Q6U7Q0
P01210,O75530
Q9H5Z1,Q9NZ53
P60153,A8MWA4
Q9Y4W2,P54619
P61371,Q92539
Q9BZE4,Q12857
Q6PJT7,Q8NHU6
P08574,P59901
Q86YJ6,A0JNW5
Q9Y646,P52756
Q96PN6,O14548
Q9HC35,Q9BUB4
Q9Y666,Q9BX68
Q8IVE3,P62952
Q07507,Q96F45
O95183,Q8NEC5
Q5T0F9,Q8N3Y1
Q9NP80,P61960
A6NF83,Q8IUR6
Q9UL54,Q9Y6F1
P01566,Q0D2K3
P83881,Q9H479
Q96F85,Q9Y572
O60240,Q8TCT8
Q86VY4,P48506
Q6P587,Q13459
Q8IUC2,Q9H1B4
Q9BZF2,P62834
Q12982,Q76G19
Q99594,Q32MK0
Q4AC94,Q9NXW2
Q9UK13,Q9Y6J6
Q16623,Q9H4A4
Q9UN30,Q9NQ48
O00187,P05013
Q9BQG1,Q15696
Q05209,Q5T0F9
Q9ULL8,Q8WZ64
Q8NER1,Q9HBE1
O95866,P10082
Q8NGD5,Q8NG85
O15116,O15195
P50225,Q6ZP29
O75154,Q9P021
Q8N7E2,Q8TD20
Q9P0J7,Q9P0K8
P08172,Q8WWX8
P50458,Q8TBM8
Q96AP7,Q9BX93
O95477,Q9UI95
Q9H7U1,O43760
Q9H3P2,P47929
O95711,P01782
P52294,Q9BTE7
Q99542,Q8TF09
Q7Z5A9,P27930
Q9UQR1,O95214
O60635,P47869
O94983,P42658
Q8N5G2,Q6UWU4
Q8WXS3,P08779
Q14108,Q13472
Q15527,Q13287
Q8NFW9,Q9NW75
Q9UHD8,O95365
Q6J272,Q13555
Q9BSW2,Q9NR20
Q86UE8,Q8WWM7
Q7Z3Z2,Q9BYV2
O60336,P09110
Q96IQ7,Q96MY1
Q15049,Q9NV58
P28336,Q08397
P08047,Q8IWB6
O95168,O75400
Q8IWW6,Q8IUR0
P42898,P53801
P20718,Q9UK05
Q6UVM3,Q14194
A0A075B6N2,Q9NRM2
P32856,Q6IF63
Q9BX66,O14647
O94892,Q6P461
Q96DU9,Q9UQM7
P28336,O95741
Q93077,Q14966
P19075,Q96L73
P15085,P20962
Q9ULL8,Q05516
Q02535,Q9NVV9
Q15475,Q9P2K2
P51164,Q96PU4
Q8TDQ1,P60507
P11308,P31431
P45954,Q99928
Q9HAT2,Q96R72
Q5W0Z9,Q9BWF3
P54829,P26441
Q9UJX0,Q9BWT1
Q9NQ76,Q6P4A8
P01880,P0C5Y9
Q9H489,Q9HAZ1
Q58A45,P0DJD1
P25101,Q6NZY7
Q96TC7,O43638
Q9NXH8,Q9BYG0
B0I1T2,P0DH78
P10632,Q99616
P49281,Q2VWA4
Q9GZS0,Q6PJG2
O95466,Q06413
Q9GZK6,Q9H1Z9
Q9Y6X6,P35346
Q9Y3Y2,Q9UBI4
Q9H0R8,O75881
Q16553,P04843
Q9BTC0,Q02252
Q8TBJ4,Q99424
O15067,Q8N608
Q5T655,Q5DID0
Q8TBH0,Q9H400
P07451,Q5KU26
P0C0S5,Q9Y2I7
Q659A1,P68106
Q8NH70,Q9BYD3
Q8NCG5,Q9BZM6
Q9H1U9,P24844
O00230,Q92537
Q6ZVH7,Q969U7
Q12774,P55081
P31944,O76039
Q96SJ8,P60228
Q9BPX3,Q9UBS4
Q9H244,P61278
Q08830,Q96EK4
Q9H568,O95158
Q9NUU6,Q6FHJ7
Q9UP38,Q3YBR2
Q15911,Q8N446
Q9Y6N3,P62995
P35475,Q8WX39
Q8NC24,P25311
Q6IQ32,P51161
Q12947,Q8IZU1
O95707,Q8NGL2
Q5XXA6,Q9BYG3
O75165,Q13765
P68036,Q7L576
Q9NZG7,Q8IYX4
Q8N1F8,Q13352
Q9NWS6,Q12948
O75326,Q8NGC3
Q6BEB4,P28336
O75323,Q8IZF2
P0C0P6,Q9NUZ1
Q9NYS7,P13866
P78381,Q96HR3
Q8WTV0,Q6ZNG9
Q9NWL6,P09629
Q92570,Q9H7M6
Q15935,Q9P255
Q6JVE5,Q15468
Q9BW91,Q8NBM4
Q96PF1,Q8N2S1
Q9UK08,A0A0B4J2E0
O60674,Q9H063
Q9Y5Y2,O14520
Q15399,O95455
Q9UK22,P47775
Q92738,Q9H9J4
Q9BXJ8,Q9GZT5
Q499Z4,Q9BZD4
Q8NH63,Q02223
Q9Y3E2,P08138
Q9C0E8,Q6NT04
O00501,Q15262
Q7Z3Z2,Q9Y6R1
O43921,Q9BQ39
Q8WXD2,Q6VEQ5
P61077,Q9Y3Z3
Q9H3N1,Q6UXY1
Q15906,P03905
Q9UPX0,P29372
Q68CQ4,Q6ZSU1
P13693,P31997
Q8N8W4,P05230
Q16656,Q8TCY9
Q16394,P61106
Q3V6T2,Q8N2I9
Q6QNY1,Q12800
P50479,P35270
A8MTL0,P01834
Q9BZI1,Q9BWG4
A8MPP1,Q93073
Q9H1A7,Q7RTY0
Q9H0Q0,Q5T0N5
O75469,P18621
Q7RTY1,O60361
P08240,P10646
P04150,Q9Y5F8
Q18PE1,O95153
Q6Q4G3,Q8WWF5
Q8NHA8,M0R2J8
Q9BUB5,P83881
Q9BQE5,P01850
O00206,Q8IZT8
Q9Y4H2,Q2QD12
P01562,Q12834
Q8NG98,P07741
Q9Y3C7,Q9P0K8
Q8IV16,Q9NRY6
P43657,O60675
Q8WU76,Q8NI08
Q9Y5I0,O43272
Q86UK7,P54845
Q3KNT7,Q86Y38
Q99999,Q6BAA4
O43174,P51398
Q6L9W6,Q6ZN18
P07204,Q16629
Q15287,Q02318
Q01831,Q8ND76
Q9Y2V2,P62308
Q2PZI1,Q9UIL1
O60404,Q9BYJ9
Q03167,Q9Y5J7
A0A0B4J245,Q9UPX0
Q9P2E8,Q8N6F1
P22557,Q13952
P36959,Q7Z6L1
Q96RG2,Q8NF99
C9J798,Q9UBR4
Q15286,Q9H477
Q8IWC1,Q8TDX5
Q9UMY4,Q12770
Q9BYN0,Q9NQW5
P23515,Q12891
Q96EH3,O00168
Q8IV77,Q9UJW7
Q00577,Q9Y6M0
P41217,Q99611
Q9UPS8,Q8NGL3
Q9H082,O60760
Q92743,Q7RTY0
Q9UQB8,Q3MIT2
Q96NN9,P33241
Q8IUC2,Q8NHS9
Q9NVC3,O94760
Q96CM4,Q9H5J8
Q6PJG2,Q9Y2I1
P07437,A6NI15
Q9UHV5,O60942
Q8TCX5,Q8NET6
Q5T7P8,O75582
O00303,P35243
O43548,Q8WXJ9
Q7Z2K8,P51787
Q13438,Q15058
P98155,P05156
Q6QNK2,O94915
O94906,P48443
Q6WRX3,Q9HAF1
Q969D9,Q9UN73
Q9H3H3,O95684
O75508,Q9NXZ2
A8MWX3,Q9HCU4
A0A578,O75382
Q14203,Q52WX2
Q9NXV2,A4D2G3
Q9HAZ1,P13535
Q12837,Q15369
Q8IVM8,P22891
P01824,Q9NZJ0
Q9BS86,Q6WCQ1
O15342,P55795
Q96QE3,O43174
Q08116,Q92673
Q8IWC1,Q86YN1
P49221,P09326
Q96HJ5,Q96FV2
Q6P531,A6NFQ2
Q9BQ51,P19971
O00748,P15086
O00300,Q12929
Q9NYG2,P0CL83
P52790,Q8N114
P35638,Q9NVD7
F8WBI6,P08697
P31152,Q6P9B9
Q68DH5,Q9H175
P0CB47,Q9HA90
Q9UPQ8,Q9P2G4
P0DPD8,O95833
Q13442,Q6UXE8
Q86V71,Q99766
Q8NFW9,Q969Q0
P01011,Q6PJE2
Q9BPZ3,Q9H0U4
Q96RL1,Q53GQ0
P56159,P59646
P00338,Q5TYX0
Q86W10,Q9Y2E8
Q96L42,Q9BU70
Q12983,Q4KWH8
O95897,Q96JN2
Q16795,Q0VF96
Q99578,A0A0K0K1D8
Q7Z4H8,P0DP07
P11487,P30411
P27169,Q14789
Q9BRP8,A8MUP2
Q96A00,O75486
P07093,Q70JA7
Q9NWM8,P36956
P26572,Q15111
Q4VCS5,Q70EK9
Q9BT78,P33176
P06746,O43307
Q9ULT6,Q13635
Q9NX05,P62333
Q9NUR3,Q8NGB2
Q6ZVN8,Q9NUL5
Q0VDE8,Q9Y5B6
Q9Y3Q0,O43736
Q92621,Q16647
Q9Y6W8,Q5TA76
P14543,Q9Y6R1
Q9BV68,P10092
P29034,Q6P461
Q2M1P5,Q9NS18
O75920,Q6Q8B3
P0DN86,Q8WVZ9
O95886,P46094
P31321,Q07001
Q8NG06,Q14896
Q9Y263,Q9Y3C7
P49116,O95140
O00587,Q92932
Q9NQ92,Q9GZS0
P02489,P48067
O00461,P05089
Q9UKJ0,Q6ZN16
P51970,P35900
Q9NRR5,P26951
P29317,O75376
O60931,Q96JN2
Q14568,Q2M3C6
P41182,Q13200
B7U540,Q8IZT9
