P00352,O60356
Q9H4E5,Q3SXY8
Q9NQW6,P09874
Q16778,Q71DI3
Q9UHD9,Q00839
Q15029,P62851
Q9BWN1,Q9UL42
Q6ZRI6,Q8N6M6
P31314,Q5VZL5
Q6PEY2,Q9BVA1
Q9NPI1,Q8WVX9
Q96QT6,Q14676
O95274,Q9NYY8
O43493,O94973
Q4G0J3,Q99877
Q9NRZ9,Q8WVE6
O75569,O43422
O00746,P83111
P41182,Q96RE7
P19174,P13591
P09382,P43121
Q9BSJ5,O15235
O75534,Q9Y520
P05556,P08123
P05556,P07711
O94761,P28331
Q9GZQ8,P09211
P15153,P00387
Q14978,P42167
P78371,P15313
P38646,Q96CM3
P26715,Q01453
Q8TCJ2,Q9UBS4
Q9BVJ6,P62310
Q15762,Q8N8L6
Q8TDN6,Q13618
P49821,Q96BP2
P62847,P62857
O15205,Q6VN20
Q5XKE5,Q96CN4
P17612,P11309
Q9H0K1,Q92747
Q9BZZ5,Q7RTV0
O95983,Q9Y483
P62805,P57081
Q9H4M7,Q92841
Q15303,P46937
P27695,Q99643
Q93084,Q9HBW0
P62491,Q8N511
P05412,Q96GQ7
P02654,Q6ZUI0
O60885,Q96MU7
Q8WVJ2,Q8IZK6
P56537,P40227
Q14689,O75069
Q71DI3,Q9HCI7
Q969U6,Q13049
P30926,Q9NWM8
O95456,Q16566
Q13627,Q05682
Q9H6Z9,Q15170
Q15058,P11387
Q92667,P20338
Q9BQG0,Q8WXX5
Q9HAN9,P62807
P32189,Q9H3K2
Q9UKE5,Q5T1M5
P14866,P17096
Q5T653,Q15910
Q9NXE4,Q9UJX6
P12236,Q9H3M7
Q96FN4,Q6EEV4
P39019,O60563
Q9H992,Q9BV68
P06241,P21802
P27695,P13929
Q9H6Z9,Q6PGQ7
P08590,P12829
P04049,Q9NRH3
O75431,Q6ZMB5
P23511,P34897
P61247,Q9BV94
O75558,Q96MY7
P49411,Q9H0U6
Q9NZC7,Q14165
Q9H0W5,Q8N9M1
P23468,Q5FWE3
Q05513,P14314
Q9H444,O15321
O75147,Q8N823
Q9NPI6,Q5PRF9
Q9UKM9,Q96DI7
O14578,O14964
O60293,Q5VTE6
P54652,Q9NUQ3
O95167,O75800
P48634,Q9BTM1
Q8TBB1,Q9HCM9
Q15276,Q14BN4
P36896,O60637
Q9P2X7,P51449
Q15717,Q9NQC7
O75182,P51610
Q92504,P35555
P50453,Q14194
P57678,Q8WXD5
Q04637,Q9NQ94
P15374,Q5TFE4
P01106,P23526
P33778,P78527
O95235,Q00765
P05129,Q13224
Q9NRY4,Q9HC38
Q7Z6E9,P00738
O96019,Q6P4R8
P26639,Q8IU60
O95047,P30622
P19022,P35236
P52597,P05412
Q9NYW3,Q96CB8
Q9HC52,Q9H8W4
Q14164,P51532
P18206,Q9C0C2
P27986,P25942
P17612,P62913
O00308,P60842
P43307,O75410
Q9H492,P56182
Q9BYC9,Q9BVJ7
Q9Y3B7,Q9Y2H9
O43663,Q9NW13
Q9HAV7,Q9NXW2
Q12802,P10827
P60033,Q13520
Q13547,Q15326
O00429,P35998
Q9H147,Q8TCD6
Q1MX18,Q9BXF9
Q99459,Q9ULR0
O95714,Q8IUX7
Q9ULM6,Q9UPQ9
Q8WXA9,Q07955
Q96KM6,O00267
P84095,Q96QD8
Q9UK22,Q96MM7
Q9H6Z9,P49327
Q9Y6K9,Q71U36
Q14192,Q01094
Q8NBQ5,Q6ZVE7
P46776,P46782
P31946,Q8NFH8
O60493,Q96G30
P46782,P22492
Q9BRX9,Q96G01
O95202,P00480
Q9UHI6,P43378
P14625,P35610
P68371,Q15768
Q9BTV5,Q9ULC4
P46777,O95503
Q96AT1,Q9UHR6
Q6IQ23,Q9BYX2
Q96CF2,Q9H4B7
Q15717,P54727
P13797,Q9UBN6
P80303,Q9Y264
P43304,P08962
O60637,Q99679
P24468,P43119
Q9NR56,P16401
Q9UMR3,O60779
Q03933,Q86VZ2
Q8IWI9,P35680
P54578,Q9NVI7
P56556,Q13349
Q12800,P62249
Q6UXG8,Q9UPT5
Q9Y265,P51957
Q13616,Q02224
Q7Z4W1,Q5VUE5
Q16539,P47914
P27482,Q14571
P62805,P40429
P51572,Q9NPA0
Q53F39,Q9NX62
P03372,Q9BVP2
Q9BQB6,Q96HP8
Q9Y605,P54646
Q86TM6,P07307
Q9Y2H6,P29558
P14866,O75674
P42858,Q96HR3
P29590,Q8IY18
Q00987,P18847
P35222,Q92499
P62875,O60942
P98175,Q15365
P62424,Q9BQ39
Q9NQW6,Q9Y6M1
Q12905,Q9UBD5
P10636,P84103
Q15118,P05106
O43865,Q8N2W9
Q8TB24,P67936
P80188,P24863
O15498,P56589
P17655,Q8IU60
P62736,O75054
Q14527,Q13951
P25445,Q66K74
P49736,P12273
Q9Y265,Q9GZN1
Q8IWR0,Q7Z739
Q9UHF3,Q96RL7
Q96RU2,Q8TCT7
O75439,O75027
P05067,Q16548
Q5VYS8,P22087
Q9Y512,Q9H6K4
P10636,P18124
Q9BYR5,Q14749
Q9BYG5,Q9Y6N7
P13569,Q9UQB8
P12236,O75342
Q8IXK2,Q02297
O60674,P78324
P13473,Q9Y2H6
O15034,P41227
O95831,Q92956
Q9ULR0,Q86YD7
Q96FJ2,Q9NWU5
Q13304,Q8N201
P60468,Q9UIH9
P14324,Q96NN9
P40227,Q9NXB0
P12694,Q9NU23
Q09472,P00338
Q9H8W4,P63220
O00541,Q6K0P9
Q13137,Q14145
Q92793,P10071
P01133,P35968
Q86XL3,P60468
Q96EP9,A2RU14
Q9HCE1,O94817
P28335,Q12959
P06239,Q8TA86
O60356,P56545
P82664,Q7L2E3
Q9UIW2,O94772
O95994,Q99798
O15042,Q9UJV8
P68363,P49841
P05067,O75956
P62195,Q16186
P51677,Q8WTQ7
O43663,Q9NXS2
P35998,Q9C035
O15379,O60675
Q9NRD1,Q9BVA1
Q13263,Q08211
Q13422,Q13617
Q13263,Q14586
Q96GQ7,Q8IX18
Q99996,O60225
P05067,P56134
P62913,Q96FI4
Q92905,Q16881
P51148,Q8N5K1
Q13509,Q9H4B7
Q8WXH2,Q96LI6
Q6UY01,Q14692
P04637,O75352
P22061,Q12888
O00712,P62807
P13612,Q5SSJ5
Q9H4M7,P51812
Q9H000,P46100
Q96DX4,P05120
P50552,P78345
Q92731,Q03701
P35251,Q8IX90
P39023,Q53GS7
Q14696,Q6ZR52
Q13501,P61927
O00560,P02792
Q02878,Q6ZN17
Q9H5I1,Q68EA5
Q09666,O14578
Q9NYJ8,P15407
Q27J81,Q92685
P21675,P25440
Q13489,P35250
Q9BPZ7,Q9BQK8
Q9Y605,Q9NXH9
Q8WZ42,Q5QNW6
Q9H9J4,Q9ULT6
P22392,P61326
Q9BRK4,A7KAX9
Q8IXM2,Q8WUU4
P13569,O14579
P46783,P63220
P62879,Q5T7N2
Q9H2J7,Q969X5
P55072,Q04917
P26715,Q9P244
P46013,Q5VIR6
Q01860,Q15645
Q8IWZ3,Q96T52
P51148,O60499
Q9BZB8,Q49AM3
P00403,Q16849
P60331,Q8IWZ5
Q9Y4W2,P48742
Q13489,Q86U86
P27635,Q9H0U6
P15976,O15287
Q04206,Q9UBN7
P04843,Q9Y6I9
Q07021,Q15050
Q969T9,Q92567
Q96GD4,P62906
Q8WVC0,Q13561
P11362,Q12834
Q13627,O43379
P01116,Q8ND76
P61160,Q9Y371
P49841,P27816
P32121,O00567
P55210,P32456
P55072,Q9Y376
Q00987,Q99729
P01106,P57678
P22061,P49674
Q8N6T7,Q5SW79
P13727,Q96D09
O95400,O95758
P10275,P83916
Q68CP9,Q9BXK1
Q9BY14,Q86VP6
Q9ULD0,P0C7Q2
P13010,Q9H4L7
Q9H4E5,O75581
Q9NX58,Q9NWT8
O00560,O15354
P49447,Q8TAZ6
P56556,Q7KZN9
Q8N488,Q7Z699
P30041,Q8IWL8
P36578,Q2KHN1
O75506,Q9BSB4
P63146,Q9H8W5
Q96MN5,P46019
P42858,Q14997
O00180,Q13488
P62753,Q9Y221
P23921,Q9BV68
O75694,P20719
Q92844,Q6UVJ0
Q9BYP7,Q9Y3S1
P62877,Q9H2C0
P14868,Q15046
O60341,P37275
Q9NRI5,Q99570
P41235,Q9NS73
Q13616,P08579
P09871,O43897
Q9BQA1,P51991
Q9NRD5,Q68D86
Q9UGV2,Q9UI14
P68402,Q9Y294
P27986,P50570
P06241,P19404
P62745,O94804
Q6JEL2,Q9UF56
P60953,O14936
P01106,Q96BD5
P08238,O00468
Q9HAV7,Q9H6A0
P35659,Q13185
P40763,P42684
Q7Z398,Q14BN4
Q96CF2,Q86W42
Q09028,Q96KB5
Q9BRV8,Q14BN4
Q93096,Q9Y262
P16333,A7KAX9
Q7Z5B4,Q7Z4R8
P04150,Q08752
O14786,Q13112
P50914,P15923
Q96CS2,Q8WVK7
P62750,Q93034
Q92748,Q9NS73
Q9BYZ6,O75083
P42772,P49336
Q9NRC8,O95453
Q8TDJ6,O75348
Q8N9T8,Q14684
Q6NT76,Q9Y3M9
Q13627,Q9UBQ0
Q14498,Q13838
Q6S5L8,Q8NFP9
P49005,O15460
A5D8V6,Q6IN97
Q9NPF5,Q9UER7
Q16658,O00541
Q9HAV7,Q8TAA5
P61586,Q7Z7G8
Q9NSP4,Q8N0S6
Q9UNP9,Q96DI7
P48509,P23229
Q9H9J2,Q6P1X6
Q86VM9,Q9UKM9
Q99759,P07900
O14556,Q9H410
P07864,P07195
P21796,Q9NX40
Q9NRI5,Q9NZN8
Q13618,Q96QG7
P61313,P01127
P35241,O94854
P30876,Q8N6T7
P43355,Q02338
P61956,O75969
O95817,P13533
Q96S59,Q16825
Q6IQ23,Q9H4M9
Q15059,O75391
O14578,P04004
P21462,Q7RTS9
O75683,Q9BQ39
Q6P2Q9,Q15323
P56524,O95544
Q4G0J3,Q9HCC0
Q9Y394,Q9Y5I4
O43763,O60756
P35520,Q13263
Q9HD43,Q6WKZ4
Q9Y3U8,P62854
O60641,Q7Z699
P51955,P62333
P29692,Q9H5V7
P49863,Q96T60
P57055,Q2TAL5
P00338,P12268
P35052,Q14444
Q9H0W5,Q9H4E5
Q6ZMZ3,Q6UVY6
Q7Z4N8,Q9NZ72
P06493,Q9UNZ2
Q92625,Q96LD4
Q92731,Q8IZL8
P46531,Q86VP6
Q9NV79,Q08AM6
P49116,Q86SX6
P22061,Q8TE77
P01112,Q96BY7
Q3ZCM7,O00425
O60885,Q13347
Q14258,Q15021
Q9UQE7,Q9NZM1
Q9NPI1,Q86V81
P50416,Q9P0I2
P55081,Q7RTU3
Q8NDV7,Q96I24
O75400,Q5HYN5
Q8NAC3,O14523
O00468,Q15436
P21709,O00471
O75925,Q8N4C6
Q9UBC2,Q12955
P81605,Q2YD98
Q02156,Q00796
Q96HY6,Q15393
Q8IWV8,Q8NA77
Q9Y483,Q96D09
A5YKK6,Q9H871
P51451,P18859
Q9UHB6,O95696
P02649,O14879
P49450,Q9UGU5
Q16543,P22626
P01112,Q658P3
Q15149,O15055
Q14240,Q13542
Q5T8D3,Q9UGP8
P50991,Q9NWS0
O94822,Q05923
Q15393,Q9H6L4
O75525,Q86VE0
Q69YN4,P09884
P53041,Q8NFG4
Q5SRI9,Q504Y0
Q13573,P08579
P07437,Q8IV63
Q71U36,Q8N386
Q9H2R5,Q9NRP0
Q03989,Q13064
P22304,Q8IWF2
O43663,O95299
P62750,P62847
Q00994,O76011
Q92914,P07306
Q08AG7,Q9BW66
P01116,Q9UNP9
Q8NDV7,Q9UJX6
Q52M75,P11940
O60504,Q9UM47
Q9UNK0,Q96PE7
P54840,Q86XI6
P01112,Q9NS69
Q2HXU8,Q6UWY0
Q96AG4,Q12899
P10412,Q659C4
Q9NY27,O60664
Q8NBJ4,O14493
Q15029,P43243
Q14257,Q9NXW2
Q10713,Q9NSE4
P25440,P21108
Q96QD9,P0C5Z0
Q9UDV6,Q9ULD5
P62942,Q9H4Y5
Q9UIR0,P21709
P01106,O43396
Q15052,Q676U5
P48380,Q9BT40
P60410,Q9NP91
P08133,Q9NRF9
Q96D03,Q3ZCW2
Q9NQC7,Q8N5C8
P00387,Q9Y277
O43143,P61978
Q15717,P84157
O43711,P78424
Q5T8D3,Q8IXI1
P11166,Q9H5Q4
O95793,Q14137
P04440,O15533
Q9Y5J5,Q9H9B4
Q9NQ48,P20618
P06756,Q5SRR4
Q14257,O14830
Q12772,Q4KMZ8
Q9P2R6,Q9NP73
P57682,Q9UPW6
Q9UDY4,Q86W28
Q9UJY1,Q5QP82
Q9H9T3,P00558
Q86VM9,Q99755
O43823,Q9Y468
Q969J2,P17040
P06733,Q969H0
P14625,P51451
Q9ULG6,Q1HG44
P39019,O00257
P49768,Q8N6R1
O15260,P48047
Q99873,P19338
P43699,Q8NFH3
O95858,O14880
Q9NPI1,Q8NHQ9
Q08379,P20337
Q96SB4,Q7L4I2
O00165,P20718
P13667,Q8IXE1
A8CG34,O43692
Q9H492,P27816
P06748,P15735
Q9Y679,Q9NWD8
Q12986,P01876
P62266,P49207
Q9NPI6,Q9UJA5
P14866,P63104
Q8IWL3,Q9Y5V3
P04183,Q14194
Q9BRQ0,O75486
Q69YN4,Q9BUF5
P13727,Q9H4B7
Q92905,Q9H0E3
Q9NPB6,P30048
O95994,P21980
Q5TC82,Q9H2U1
Q9C0B0,Q15056
P61586,P16070
P07996,P08514
P48431,P31323
Q6IAA8,Q8NI08
O60885,Q9H4L7
Q6P1M0,Q16828
Q3ZCQ8,P49674
P56524,P04792
P63165,P46013
Q15029,P07814
Q9H6Z9,P40222
Q96L91,Q9Y4A5
O95793,Q92973
P61981,Q5THJ4
O15075,P30307
P51965,Q9Y6M9
P25786,Q99436
O43752,Q9NZ52
P09622,Q9H4M9
P67809,Q15527
O15085,Q6WCQ1
P61978,Q96AG4
Q8NDV7,O95302
O14578,Q6NXT2
P56524,P62495
P42126,P51151
P03950,P19883
Q96ED9,Q92530
Q7L2J0,P54819
Q13347,P00441
Q9BRK5,Q96AY4
Q9UHD9,P51648
Q12789,P49336
Q86V97,P47902
Q99757,Q96CS2
Q92731,Q8WUY1
Q86VU5,Q8N1F8
Q8TF76,P40939
Q9Y5A6,O15294
P10275,O75643
O15467,O43927
Q13263,Q7Z3K3
Q13263,Q14590
P61160,P61960
P84098,Q9BYC9
P38398,P43351
Q07001,P51790
Q6IQ23,O95433
O60333,O15381
Q13547,Q99638
P51114,Q86SE5
O76015,O94986
P60520,Q16595
Q15323,O95154
Q13263,P45973
Q9UFG5,Q9UEU0
Q13487,Q92966
Q13547,O60925
P60410,Q14584
P62258,P29074
P62491,Q5R372
P47900,Q86V85
Q9C0B5,Q9Y266
Q8NFW8,P14314
Q15646,Q13601
P00533,Q14145
P05067,Q7L1W4
Q99816,O95674
Q9BQ95,P36776
Q7Z699,Q9H816
P00533,Q8IYE0
P20337,Q9UM00
Q05639,O76061
P29508,Q13106
O00141,Q5KU26
P19838,O14980
Q09472,P20701
Q86UW6,Q9BY84
Q9HCM4,O00116
P14678,Q8N9N5
O60885,O96019
Q71U36,P22392
P62081,P39019
P03372,Q2TB10
P03372,O95625
Q9H0R8,P00338
Q5JTZ9,A8MXV4
P10912,Q15369
P25963,P41743
Q9NQC7,P12273
Q9GZX7,Q9H6D7
Q05952,Q9BYR9
P11142,Q8N6H7
Q9H492,O75143
Q99873,Q96RI1
O14556,Q2VYF4
Q9H2P0,Q8N6T7
P27695,P85037
Q96A00,Q9HCP0
O43660,Q9P013
Q13017,Q5XPI4
Q92934,Q53H12
O43252,Q8N5W8
P11802,Q92830
Q14315,Q96D71
Q86VS8,P51452
Q09472,Q7KZ85
Q9BYD1,A4D1E9
Q8N201,Q5TA45
Q86VM9,Q6NSX1
Q9UI10,P06028
Q9UPY8,Q8ND83
Q9UER7,Q8TD10
Q5T4F4,O60231
O95782,Q8WU79
Q7Z403,Q5BVD1
Q99767,Q8N7X4
P07900,Q9UNP9
P11441,P63267
P30876,Q99801
P62820,O60664
P20339,Q15043
Q00005,Q96M94
O60333,Q8N1A0
P37231,P07148
P04279,P05412
Q9H1C4,Q8N5I3
Q13489,P50748
Q969H0,Q9Y3D8
Q15326,Q15750
P27797,P20160
P42858,Q9BYQ4
Q14684,Q8IWA0
P05067,P02679
Q8WWV3,Q96CU9
Q14558,O60285
P42701,P68366
Q71SY5,A1KXE4
O15371,Q8N5V2
P36542,Q9NX61
P62258,O00257
P06748,Q96AG4
Q4G0J3,Q96JH7
P25787,P62191
P62993,P19338
Q93034,Q01844
P55854,Q9NZM1
Q8TDR0,Q9NVP1
O75489,Q16762
O95816,Q2M3G4
P05067,P55073
P15408,P62888
Q9GZU7,Q9Y4G2
P61964,P12235
P30566,O60664
Q9UBU9,Q15070
Q09472,P55084
Q15717,O95628
Q16760,O95674
P15151,Q4KMG0
P61160,Q9H2J4
P19404,Q13423
P15153,Q8NBN3
Q8TDB4,Q9UIQ6
P09486,P12107
Q9BSL1,Q7RTY3
Q12905,Q9UKV8
Q9H4M7,O43776
Q9UER7,Q13137
Q13304,Q5UIP0
Q8TAP4,Q8WUP2
Q9BRJ6,Q99612
Q8IWL3,Q8N1I0
O75461,Q14188
P11940,Q6N021
Q7L2E3,Q96EY7
O95817,Q96KX0
Q15599,O15439
P25788,O94874
O94925,Q5JTZ9
Q8TAT6,P11511
P24863,P40937
Q7L590,Q9H5V7
O14578,Q8TCU4
Q13291,Q14457
P62491,O75410
Q13263,Q8TF47
O00329,P15391
P03372,Q15906
P38398,Q15459
Q9H0E2,Q13501
P13984,P53567
Q15669,Q13586
P35579,Q70IA6
Q96SB4,O75083
Q9UBS3,Q6UWY0
Q9UJ70,Q6ZSJ9
O94811,Q9UKL6
P46934,Q9H4B6
O15400,Q8IZ21
Q5S007,P50914
P31645,Q08209
Q9HBV2,Q9C0I4
P39023,P43004
Q9Y490,Q8NBF2
Q9NZ45,O60313
P32322,Q9NYY8
P49674,P30203
P47756,P08151
P48736,O14807
Q8NCK7,P12268
Q9UI47,Q86VQ6
O94761,P38159
Q8TB24,P61353
P20226,Q9NYV6
Q9P2R3,O75976
Q15047,Q96J88
P17252,Q02952
Q8WX92,P35030
Q96L33,Q9NZN4
Q12857,Q13227
Q13480,O95159
Q9UKB1,Q9Y2Q9
Q92729,Q2M1P5
P62714,P31314
Q38SD2,Q13191
P13385,Q8IWV8
P24941,P62244
O14843,Q9Y548
P46087,Q9UKD2
P07900,O15525
P61011,Q9NTJ3
Q9Y2M5,Q9BY77
Q69YN4,P41162
O43541,P61626
Q92731,Q8N511
Q9H967,P33991
O95196,Q9NS00
P56385,Q9NPL8
Q9NRZ9,P00740
Q96K58,Q9UFB7
P54578,Q13200
Q86UE4,P51805
P49411,Q6NT76
P78310,Q9C0B5
P60709,Q9UJZ1
Q9H4E5,Q5VT25
O94991,Q8TE23
O76071,O00570
Q9UMY4,Q13126
P17931,Q99808
P49790,Q92925
Q8NHQ9,Q15185
Q53EP0,Q96GR4
Q8IUC1,P56470
P61956,P52739
P47929,Q8N653
P11274,P20020
P06396,Q16621
Q02241,Q9UDY2
P27487,Q07325
Q96HY6,P55786
P08670,Q5T3J3
P07948,Q5SQN1
P55081,Q9NY93
O75330,Q9NQ86
Q8WTW4,O75943
P26599,P61978
Q12797,O43852
Q8TDB4,Q9Y6D6
P20908,Q02241
O75396,Q6NUS6
Q93062,Q8N831
Q9H583,O00358
Q96CV9,Q13702
Q6R327,Q969U6
P68431,Q9UIS9
Q14254,P27487
A8MVS5,Q9C0E2
O00308,Q7Z2W4
P40337,O60888
Q9BZK7,Q9BY44
P49721,P15328
P29274,Q9BZJ4
P38398,P49760
A6H8Z2,O15499
P24863,Q9P086
Q12906,P62244
P40337,P50914
P08758,P24941
P01106,Q14739
O43837,P51553
Q9BWW4,Q9H9S0
Q8TAE8,Q93096
P24941,P35637
Q8NDV7,Q15291
Q6ZNH5,Q8IUG1
Q92905,Q15102
Q9NZE8,P62241
P53621,Q9NTJ5
Q9UII2,A6NJ78
Q92793,Q8IZL8
P51532,Q9NZC7
P09429,P05388
P47804,Q13228
P06454,O95600
Q9Y3S2,Q8TDD1
Q99853,Q9NTJ5
P15311,P40337
P35226,Q2PPJ7
Q9BSL1,Q9BYZ8
Q9BYV6,Q9BUN5
P43307,Q9NXE4
P29350,Q13094
Q8IXQ6,Q14CX7
Q6P531,O75355
Q9GZS1,O15372
Q9HCM9,Q96HQ0
Q9Y6K9,Q14134
P43405,Q14978
Q9Y5L0,Q9UK00
Q14258,Q96M94
Q9UHB6,Q9NYL9
Q9BX70,Q13422
P31943,Q9H324
P17302,P05388
P08670,Q9GZT8
Q92597,Q96Q40
Q15072,Q96NL1
P02745,P13497
P54253,Q96RD6
Q03701,Q9Y3U8
Q15020,Q9H9Y2
P01111,P35612
Q01518,Q86YV6
P34932,Q9Y6X1
Q15654,P50479
A8MXV4,Q08257
Q14444,A5YKK6
Q9BXW9,Q9NVP1
P07196,Q8WUY9
O43167,Q9H165
P28799,Q5T7P3
Q01628,Q9BVC6
Q9H1C4,Q9NQQ7
Q00610,O60784
Q9HAN9,P24863
Q3LI67,O75864
Q16740,O75380
P16403,Q96DX5
Q9Y4K3,O94953
Q9NYB0,Q6ZRS2
Q00341,O96013
O15118,P67936
P61981,Q01844
P25685,Q9H9B4
Q9H7E9,Q8ND90
P20042,P51858
Q8TF39,O14709
P04440,P01042
P54253,O95396
Q13435,O95758
P60484,Q96PU4
P78410,Q9H330
Q9H1E5,Q9NV96
Q9BX68,Q96RR1
O43491,Q9UKV3
Q9UI12,Q6P996
P53350,Q8IY92
P08123,Q9NXV6
Q14258,Q969R5
Q9BYQ3,Q8IUC0
P78318,Q96RN5
Q9Y3B7,Q99848
Q01860,Q01780
Q16659,Q9Y6C9
P63104,Q15208
P62995,Q9NX24
Q969S3,O15514
Q96RK0,O75821
P31153,Q9NR19
Q12933,P55081
P49116,Q9NU22
P43307,O75964
P49841,P49715
Q86T26,Q9NV96
Q8IVT5,Q04917
Q16666,P08559
P24941,P29692
P68363,Q92914
O95863,Q9NXS2
P49736,P04908
O94776,Q9HAZ2
P03372,P11166
Q69YN4,Q96JJ3
P55010,Q9NZL9
Q92905,P40926
O43290,Q14241
Q96AX1,Q9P2Y5
P53350,Q9UPY3
Q14192,P47755
P61956,P51608
P35222,Q13045
Q9UFB7,Q53GS7
Q92731,Q9Y3Q3
Q9Y487,Q5M7Z0
Q6UX01,O15270
Q9BYB0,Q59EK9
P15153,Q13433
Q13077,Q15025
Q9BSH4,Q6L8Q7
P14373,P09012
P29317,Q86X19
Q9H0E2,Q8IWX8
P68431,Q9UKV3
Q9Y679,P41143
O95471,Q16617
Q3SXR2,Q16656
Q92731,Q9BRZ2
Q15149,Q8WYP5
P50607,Q6GMV2
P60369,O00144
Q9H1D0,P05937
P23458,P07332
P18848,O43293
Q9BUH8,Q96SQ5
P61604,P20962
Q9P1Y6,Q9BUQ8
O43189,P51816
P61964,P07858
Q9BYX4,Q8IUD6
P27824,Q15819
Q15365,P83731
Q8N5H7,Q9NZ45
Q9NQW6,Q9NQ39
Q9NRM7,Q6ZWJ1
P31948,O95433
Q9UQ90,P47871
O14880,P13196
Q96L33,P30825
P01833,O94844
Q12846,O75379
P06748,P26373
Q07666,Q13402
Q13363,Q9UHB9
P55212,P54687
Q9H9B1,Q13112
P01106,O14732
Q8WYL5,Q9Y4I1
Q9NRI5,P11717
O43463,Q13133
P30203,Q13740
Q9H4M7,Q9Y2Q3
P27348,P48552
P14735,P34896
Q01628,Q9BXB5
Q69YN4,P23528
Q96FQ6,P62987
P60520,Q13243
P62258,P05388
P55036,P02144
P15516,P23280
P02545,Q96AT1
O00212,P51648
Q86YD3,P69849
P60953,P62633
Q13418,Q5SRE5
Q96SZ6,P43243
Q9NUM4,Q14696
Q9H4T2,Q96DW6
O95429,Q96K62
Q9NZT1,Q9NPG3
P35580,P12956
Q16666,Q99567
P07996,Q15717
Q00577,Q8IXZ2
Q8N680,Q15459
O15164,Q6UWR7
Q13489,P18031
O14862,Q8IX01
P03372,Q96K17
P55795,Q9BXY0
P56180,Q8IXI1
P62701,P32121
P09958,O43813
P03372,P49821
Q14999,Q9NYL9
Q9P015,Q13825
Q99675,Q14656
Q14157,Q86TB9
Q9NP92,Q8N5N7
P84022,Q13642
P62805,Q9Y483
Q9BTT4,Q9NQG5
Q9BWT7,Q6PF04
P01112,P07949
P31943,P19320
Q7L2J0,O95678
P54709,P78317
Q01860,P16401
P62891,Q9BXK1
Q96PU5,P45880
Q16643,Q9UNQ0
P11142,Q96AJ1
Q7L0Q8,P48029
Q8IUH5,Q9NVH0
P62508,Q9HD15
Q969Q0,Q9NY12
Q8TAD8,P61326
Q92731,P11182
Q9BRS2,P17844
P84243,Q9UQL6
Q9HCK1,Q96BT1
P08134,Q9Y5Y0
P63279,Q8N3Z6
Q99459,P20042
Q9Y6K9,Q9BXL7
Q9Y3C5,P28062
Q13489,P48556
Q96FW1,P30520
Q9NYY8,O75251
O15226,Q9UHF5
P49336,O94913
Q05209,O14662
P15153,O00308
P01106,Q01658
P48651,Q86SJ6
P24941,Q12974
P11274,Q9UDY2
O95994,Q9P2J5
Q6IQ23,P55084
P35579,Q504Q3
Q9Y265,P29353
Q12906,Q12965
Q9NQB0,P86480
O43402,Q9P0T4
P09622,O76094
Q96EZ8,P60409
Q9BYJ9,Q96NL6
O43865,Q6ZU80
P24752,Q9NWT8
O00212,Q9HC62
Q9H015,Q6NUK1
P48735,P23434
P06748,P31943
P26951,O43314
Q01844,P62333
O00148,Q8N1Q1
P55061,O75908
Q29RF7,P46059
Q15286,Q9UNF0
Q5JTV8,Q15554
Q9UHI6,Q6UX01
Q15323,Q567U6
O15084,O75170
P49841,Q9UHR4
P67775,P35244
P50222,Q99750
Q3LI70,Q6PEX3
P38117,P46199
Q13177,P54819
Q99996,O14901
Q13619,Q99719
P46776,Q9HCK5
Q00610,O94875
P42857,Q9H1M3
Q9UI12,Q8NEY4
P24539,P0C7P0
P18206,Q08380
P13674,P08151
O00418,Q13424
Q30KQ4,Q8IZP7
O94874,Q7KZF4
Q9H2U1,Q13951
Q6W2J9,P62807
Q96C36,Q96BD8
Q13077,P29965
P19784,Q99698
O15164,Q9NQX6
Q92667,Q13505
Q9UKV8,O94967
P15153,P53365
Q9H4M7,Q16775
Q9H765,P61129
Q9H3U1,Q12792
Q9H0G5,P09912
Q9H3P7,P36957
Q7Z3K3,Q7Z6I5
P60331,Q3SY46
P27695,Q8WY36
O15118,Q9NZD8
P27348,Q53SF7
P49754,Q9BX51
Q16659,Q99805
Q9NRI5,Q9Y5Y2
Q9NRQ2,Q5JR59
Q07627,P43897
Q9H4M7,P33991
Q96JP5,Q7RTS1
P62241,Q9NQ29
P62899,Q9NZV1
Q12800,Q9BZG8
Q12797,Q15155
P00533,Q9NVW2
Q13291,Q92918
Q6L8G9,Q5TA78
P11441,P62316
Q13137,Q58FF6
P18031,Q92667
Q09472,Q10586
Q15717,Q96JY0
Q9NRD1,Q8IXM6
Q7Z7L7,Q96AW1
Q96G25,Q96HR3
Q9Y282,P48230
P49736,O43255
P48552,P55055
Q2TAC2,Q86Y33
Q15185,Q92990
Q6UX01,Q99720
P49736,P62979
P14866,Q04721
P09234,A1KXE4
Q93009,B2RU33
Q8N5H7,Q6NXE6
Q96R06,Q6UVJ0
P10412,P46087
Q01130,P46937
P67809,Q96DV4
P08151,Q9UMX1
Q07343,Q02809
P67870,Q8IY57
O43390,P19525
P79522,Q7Z6J9
Q15024,Q7Z7E8
P07737,Q7RTP6
O60941,Q92764
P35228,O00487
Q9H501,P62807
Q9P032,Q9NPE2
Q9NYJ8,Q9GZU7
P52272,P43360
Q9BYD2,P62241
P23588,Q9C030
Q96EA4,P61626
P02489,Q6P2E9
P38646,Q15726
P47756,Q66K64
P35226,P02794
