P00352,O60356
Q8TF66,Q13349
P07864,P07195
P36543,Q01581
Q9NYU2,Q9UGT4
P61964,Q6UN15
P46087,P51523
P02545,Q96AT1
Q14258,P62079
P67809,O15234
P27487,P50454
Q9H9V9,P13473
Q9UNK0,O15529
P48509,P23229
Q7L0Q8,P11182
Q9UBU9,Q8NI27
O95994,Q96HA7
P22735,Q96RD9
P06576,Q9NVH0
Q9UP95,Q8TCQ1
Q04721,Q9NSD4
P01137,P12645
P20290,Q9BYD1
P21796,Q9NX40
P12956,P05549
P62745,P49757
Q9NYW3,Q96CB8
Q9H4E5,Q9C0B5
Q00534,O75553
P18084,O75928
P14210,P18827
Q8N5G2,Q9Y5E3
Q9UKV8,Q5TAX3
P16871,Q6DD87
Q9Y5B8,O75665
P01308,Q9NXV6
P07900,P50502
Q8WXA9,Q07955
Q9BQG0,Q6PK04
Q69YN4,O43852
Q16576,Q9UGU0
P14866,P10070
P52907,Q6ZNK6
P60411,Q96NL3
P22735,O95989
Q9ULW0,O43255
O95071,O60285
Q9NQW6,P49411
Q9UHV9,Q71RC2
P54652,P30301
P54764,Q6DJT9
P27361,Q969P5
Q13554,O43815
Q6EMK4,P60410
Q9UBR4,Q9BQI0
P35568,P19784
Q9H501,Q9NY61
Q8NE86,P41231
P27695,Q13045
Q9P2E8,O75911
Q6XUX3,Q8IY31
Q93084,Q6IAN0
P07550,P29275
Q15717,Q9NYA4
P13674,Q92817
Q07820,P58557
Q96QB1,Q8NHU6
Q9NRZ5,Q9UHP7
Q13263,Q92878
Q16082,P55769
P60763,O15427
Q8TDM6,Q12846
Q8TCJ0,Q09472
Q9H4M7,P48634
Q9HA77,Q9NWT8
Q8TBK6,O43427
P08962,Q9Y385
Q7L014,Q96EA4
Q969H0,Q14249
P28702,P27816
Q9H015,P07093
Q9H6F5,Q9P227
P0CG47,Q9BQE5
P42166,O15264
Q6ZVE7,Q5RI15
P17931,P56199
O95721,O15155
Q96BY9,P20930
Q99733,Q9BXG8
O95202,O14880
P68104,Q86X10
P02545,Q96I36
P11142,Q5T4B2
P54132,Q68E01
O00329,P21583
P68402,Q9Y294
Q15172,Q9BWN1
Q12931,Q6PML9
O00182,Q9UIQ6
P62805,P41252
P15735,P62191
Q8TB24,Q9UK99
P17066,Q96NZ9
Q13137,Q9Y315
P27986,Q9UKG1
P09496,O75147
Q9NRC8,Q9UPN3
O75367,P51608
Q9NWT1,O75569
P12830,Q8N2W9
Q6PKG0,Q02878
Q9Y580,Q15637
Q9UKW4,P33993
Q15047,O14503
P20339,Q7Z2W4
Q13363,Q9Y5P3
P20333,Q14684
P02768,P32246
P50570,Q96AX1
P27824,P32004
Q9UKE5,Q96EB6
Q96FI4,Q9P031
O75530,P09661
Q8N6T7,O00566
O75556,Q6B0K9
P27448,Q9UNP9
O15393,Q9P209
Q12906,Q5U5Q3
Q9H015,Q9Y619
Q4G0J3,P30153
Q9Y2X9,Q8WVM7
P13569,Q99614
P02545,Q8WW12
Q8WTW4,O75943
Q9UKV8,Q15393
Q15628,P0DPH7
P84085,P11310
P61966,P22314
P34897,Q9BX68
Q9Y2S7,P0C7P0
O95157,Q13438
Q9UKM9,Q13595
P53350,Q04656
P18124,Q96KC8
Q15907,Q7L8J4
Q7Z417,Q8TEC5
P05556,O94972
O43493,P63010
Q9BSJ5,Q6P087
Q9NQC3,Q9H0M0
P51531,Q9NRL2
O43237,Q8NG06
Q13557,Q8TAP6
O60506,P06454
O00571,Q99608
Q969G3,Q9UHA2
Q13571,Q5T700
P20337,Q8IWB9
P04843,P22695
Q13489,O60506
P46782,Q96RK0
O60637,Q99679
Q86TJ2,Q96BN2
O00212,P46940
O75955,Q15149
Q96CS3,P07947
P28482,P35548
Q2TAL5,O43657
P62993,Q8IZD9
Q7Z3T8,O60784
P09661,Q96C86
P54652,Q8WX93
Q07065,Q5BJH7
Q12849,Q9NPE2
P00441,Q9NRN7
Q12906,Q96HY6
Q14978,O15020
Q86UP2,O95714
P62879,Q5T7N2
Q96G97,Q9H158
Q9NZQ7,Q13510
Q8TDM6,O14777
P10144,P78527
Q13547,P48735
Q99961,Q99471
Q9UKB1,O75427
P35222,Q8TEY7
Q8IUX4,Q8IYD1
Q9H000,Q9NPG1
Q9UKD1,Q92793
Q9NVH2,Q5TA45
P38398,Q9NPD8
P54252,Q66K80
Q86TU7,Q9BXU3
Q96PU8,Q6P1X6
P62701,Q15365
Q8TCJ2,Q9UBS4
Q8NDT2,Q15554
Q13191,Q01362
Q9ULV1,P56706
P07900,Q9NV06
Q96N66,Q8WXA8
Q38SD2,Q13191
Q9Y6E0,Q9NZV7
P61956,Q9UGU5
P54826,P55000
P52597,O43390
Q9H1D0,P05937
Q8IWI9,Q9BXK1
Q9Y239,Q53GS7
P29353,Q9BVJ7
O14678,Q9HBX9
O60341,Q8NEC7
Q00765,P61020
P01871,Q86TW2
Q9NQC7,P12273
Q9UKW4,O43251
O75369,O95198
P09619,O94898
O95163,Q9NYY3
P41002,O75925
Q7Z7G8,Q9P2W7
P26373,Q9BQ67
Q01201,P25789
Q01082,Q12800
Q9UKV0,Q9GZV5
P15374,P09104
P07910,Q9H307
Q9BYJ9,Q8NFV4
Q9H7D7,P62081
Q92905,Q9Y3F4
O43823,Q9Y468
Q9UBK9,Q8IZS5
P13569,P20591
O75031,Q15390
Q96ME7,Q7Z7K2
P62701,P46782
Q92831,P17482
O94992,P62249
O95183,Q96DI7
P35568,P14784
P55317,P69905
P62330,O14654
P19105,Q9H5I1
Q9Y2T3,Q96NU7
P78317,O15460
Q5VUJ6,Q96HP0
Q8TAP4,Q68CP9
Q01826,Q92831
P41743,P57078
Q03014,P56693
P68133,O15020
P10398,Q15233
Q8TAB5,Q01850
P00533,P15104
Q9Y316,Q9NPY3
P60484,Q15672
P51532,P15036
Q9H5J0,Q9NXS3
P09466,Q9Y6L7
Q03060,Q9BQY4
Q92993,P51608
P82663,Q75WM6
P46782,P83731
P16389,Q16850
Q69YN4,P23219
P04440,O60906
Q86XK7,O60518
O60884,O00116
P02792,Q86V25
Q02241,P84996
Q96SJ8,Q96F15
P34932,O15273
Q99445,Q96AE7
P54578,Q99460
Q6P2Q9,Q02543
Q6ZMZ3,Q9UM82
P38484,Q92968
P06400,Q63HQ0
Q6NYC1,Q15695
P51151,Q9Y6R0
O14786,Q9H0X9
Q6P2Q9,O95400
P05388,Q9UHA3
Q9HB71,Q9P2K8
Q9UKL0,Q14687
P01112,Q8WTV0
Q9H4M7,Q15366
O75937,Q8IWA0
Q96QE5,O75161
Q8NC42,Q9NRU3
O75410,Q9UK45
Q8IX12,Q96EA4
P49411,Q9Y3D5
O43291,P13498
P10144,P09874
P13569,Q9C075
Q9GZS1,Q96KQ7
O15218,Q5BJH7
P17174,P02679
P10589,Q15562
P15735,O95757
P35240,Q86WT6
O95166,O75934
P00533,P27105
P14625,O94972
O15446,Q9Y535
P11308,P15531
Q9NTX7,P15927
P29353,P00519
Q9HCD5,Q8IX18
Q6A162,Q63HN8
Q5JTW2,P62955
Q8WYL5,Q9Y4I1
Q16777,Q92560
P15374,Q5TFE4
P82094,Q9Y6Q5
O14578,Q1KMD3
P49840,P37837
O75934,O95678
Q9H3P7,Q8WUA7
Q96GD0,Q96NR8
Q9HAV0,Q8N6Q3
Q5XKE5,Q96CN4
P04150,P17010
O95858,Q9UKJ0
P83105,Q9BRF8
Q13163,Q7L266
P50552,Q12874
P13797,Q9UBN6
P50402,Q6NUQ4
P61956,Q9H6T3
Q9NYP7,Q9Y2K6
P62328,A6NEM1
P27824,Q9UIQ6
Q9Y5K5,P68366
Q09472,Q13351
Q13291,Q14457
P29323,P49757
Q8IUR7,Q8NHJ6
P34897,Q9GZT6
Q92769,Q9BQ52
O94761,P15531
O15164,Q9Y448
P13569,Q16186
Q9NWT6,Q7LBC6
P08581,P42681
Q92905,Q5TAX3
P48729,Q13283
Q13227,O75145
Q15029,Q9H6T3
P06493,Q9UNZ2
Q96EY7,P01127
Q9NZQ7,P48556
Q15286,P49069
Q14192,Q01094
Q92552,Q9UGC7
Q9BX40,Q92904
Q96DX4,Q8IV13
Q01995,P82979
P62993,P62324
P02745,P62136
P61812,P12643
Q14393,Q8NEX6
Q5C9Z4,Q86U06
O15357,Q15811
Q99496,Q9Y5B9
Q9NZ01,Q14999
O95255,P35226
Q13526,Q53EZ4
P14324,Q96NN9
P29400,P19397
P08865,Q9UEG4
P00441,Q9Y6Z7
Q9BUZ4,Q9Y2P0
P20042,Q8N3Z6
Q9UHX1,P68032
P46937,P62820
P35222,O75030
P06748,Q96AG4
Q5T8D3,Q8NC06
Q9H0E2,Q6DD87
P40939,Q8NC24
P06241,P30273
P47929,Q9ULE6
Q02383,Q7Z398
O43837,P51553
Q86UK7,P68363
O15530,P63173
Q9UQV4,Q5KU26
Q9HCH0,Q96HQ2
P13639,P07919
P11279,Q9Y5Y0
Q9P275,Q9UNX4
Q15029,P35269
P01100,Q0VG06
O15075,Q15654
O14578,O43463
O43353,P19438
Q9UQ35,O60825
Q9BSL1,Q7RTY3
Q8IXK2,Q02297
Q8TAE8,Q9P015
P04629,Q14498
Q16695,O75529
P04271,Q8WV16
Q7Z4V0,Q5T619
P13647,Q8N4C6
Q9Y680,Q14508
P63167,Q8TDM6
Q13263,Q08211
O95757,Q13418
Q15058,Q6PJ69
Q9Y6H1,O43482
Q07021,Q6Y2X3
P50402,Q14126
Q9BUN8,P37268
Q9H223,O00534
Q13547,Q9H9E3
A6NEM1,Q5T6C5
Q8NC60,Q9NWT8
Q9Y3B7,Q99848
P41597,O00626
Q5JR59,Q63HK5
P60484,P62244
Q96LI5,Q7Z739
Q96C86,Q96EE3
P20337,O95210
P31943,Q12905
P84098,P62906
Q9H8V3,Q59H18
P19838,Q02556
Q96DC9,Q12899
O14503,P27482
P17252,P37288
P62258,P29074
P0CG47,Q9H9Q2
Q3LI76,Q03989
P15311,P52799
P40692,Q14093
Q8IY95,Q8NFJ5
Q8IVT5,Q9Y4P1
Q8TAQ2,Q9NQL2
Q96RQ1,Q9H2A9
P14866,P08559
Q8WWF1,P52848
P05067,Q7L1W4
Q9NP92,P43897
Q8N3E9,P52824
P06241,Q99871
P27487,P49458
Q96N66,P27105
P04233,Q13112
Q9H1Y0,P50222
P38919,P49327
Q6ZMR3,P07205
Q16637,Q3SYF9
O75925,Q16143
P20336,P26374
P42772,P49336
Q96T88,P10644
Q15654,Q96PV0
Q9UKV8,O14983
Q9NQB0,Q9UIH9
O94855,Q15363
Q99496,Q9NX24
Q15532,O75177
Q9NPI1,Q9NVP1
P17813,Q9UJ70
Q8N4Q1,Q6ZN16
A8MZ59,P41181
Q96R06,Q96JN8
Q14565,O15457
Q15022,Q9UKX7
P13674,P27797
O00487,Q9NWT6
A6NHR9,P25440
Q15637,Q9H3F6
Q96FJ2,Q6PGQ7
P0CG47,Q9UJY5
Q9H0S4,Q9NXL9
Q8N9T8,Q14684
P20290,P63208
Q9H4M7,P23258
Q6UWQ5,Q96L15
O00746,A6NJ78
Q12769,Q8NBQ5
Q9H307,Q99497
Q86T26,Q15042
Q6A162,P57771
Q0VD86,Q9NP86
Q14393,Q96GX1
O95994,P21980
O00165,P04350
Q08945,Q13825
P24588,Q8N6M0
Q8N488,Q9BQG0
Q92785,Q15306
Q9Y2J4,Q8WWW0
O00212,Q9H2J7
P56537,P20290
Q9H244,Q8NDZ6
Q9Y2Z2,Q4G0F5
P60410,Q99895
P46734,Q9Y6R4
Q14188,O96020
Q96CB8,Q6P9B9
Q9Y2R9,Q12888
P49406,O75570
Q9NQW6,P09874
Q9Y5L0,Q8WVK2
Q96C01,P13073
O43741,Q7Z419
P35226,Q5VTL8
P53350,P30622
Q8IZQ1,P47775
P28799,Q5T7P3
P05067,P14735
Q9UBK5,P23560
P17600,Q05923
Q16666,Q5SSJ5
P14625,P51451
Q8IY95,Q9UBV7
P62304,Q9Y383
Q13077,P29965
Q68D86,B2RXF5
Q9H583,Q8N1B4
Q09472,P00338
Q68G74,O15353
P84095,Q6P996
O00623,Q14318
Q969H0,Q86X55
P11279,Q8N4S9
P05161,P08195
P61247,Q9BV94
P05141,Q86TW2
Q9H6D7,P49327
Q96BA8,Q96AA3
Q16666,Q8N488
P49593,Q969P5
P08621,Q9NVI1
Q9NV31,Q5JS54
O14757,Q13469
Q8N5K1,Q6P5W5
Q9H5Z6,Q15654
Q9GZT3,P52815
Q14114,P61019
P42336,Q9NUE0
P57055,Q9UHL4
P00533,P51571
Q16204,Q5MIZ7
Q01081,P33992
Q14839,Q6IQ32
P52815,P62241
Q9BQE3,Q9Y5M8
Q9UQ88,Q13185
Q6IAA8,Q96J84
P07900,O14682
Q9H6Z9,Q70CQ2
P61964,Q9Y5Q8
P11166,Q9NS69
P24385,P17098
Q99880,P46063
O95159,Q0JRZ9
P01116,Q8ND76
O75911,Q9NQE9
P42681,Q9NP31
O95816,Q8N2I9
Q9UDY2,Q6P1N0
Q52M75,Q02878
Q96JA1,Q99445
Q5TGI0,O75436
P35226,P24844
Q15392,Q9H313
Q13200,P59046
Q12968,P49585
Q15078,P38936
P19404,Q9ULX5
P20290,Q8IWL3
P27361,P47712
P55317,Q6ZW49
Q9Y3S2,P51608
P11274,P09496
Q96AQ6,O60934
P51451,P21980
Q58F21,Q8N3Y1
O14980,Q9NZI8
Q8IWR0,Q92615
P61956,Q9UBU9
Q9HCY8,Q08554
P60371,Q5T754
P42336,Q08499
Q9P2N7,O60704
O14802,Q9HCN4
O76011,Q15915
O60939,Q9NV70
Q9H0W5,P07948
P46940,O94761
O43791,O95197
Q93009,Q92667
P12956,O15119
P54578,Q53HC0
Q9Y3I1,P49427
P24941,Q12974
P62502,Q9BZC7
Q7L2J0,O95793
Q9UGI0,P46020
P49005,Q400G9
Q9NPB6,Q76FK4
P82664,P46781
Q12824,Q9P2D1
Q16778,Q92541
Q8IXI2,A2A3N6
Q9Y297,P55210
P53355,Q9GZP7
P82664,P09651
P22626,Q14839
Q13151,O75147
P51151,Q9ULE6
P27708,Q9NWS0
Q15942,Q8WWI1
P62280,P62241
Q9GZT3,Q8TCS8
P50552,Q9Y6R0
O14964,Q9Y6H6
Q9NTI5,P02724
P0CG37,Q6ZRP7
Q99608,Q96HC4
O94992,P62841
O75841,Q6UXK2
Q86UW9,P14652
P62805,Q86VZ6
Q92731,P52630
Q69YN4,Q15811
Q96SB3,P32239
Q69YN4,Q9UPN9
P50570,Q13573
Q09472,Q10586
P19404,P00403
Q99661,Q0VDF9
Q8WXH0,Q5SW79
Q14164,Q13263
Q15365,Q9Y3U8
Q15831,P07858
P51572,O75582
P01106,P22626
P01106,O14732
Q86XX4,Q96T91
P47756,P07951
Q99496,Q14684
Q9H307,Q9Y3X0
Q9Y3D9,P36776
Q9H4M7,Q9UBF2
Q9H0Q3,Q96CE8
Q99536,Q14498
O60245,P55899
P22102,P09417
Q96CS3,Q9NR77
O60506,Q6KCM7
P41235,P25440
P21860,P31942
P62736,P15927
O43474,Q96JP2
Q9H6Z9,P42166
Q02539,Q9NVQ4
Q75LS8,Q16877
O14980,Q9HD67
Q92504,P35555
O15431,Q86SZ2
P19387,Q68E01
Q9UEU0,Q9NY72
P07339,P01266
Q9BSJ8,Q96B49
O94874,P40926
P62304,O75643
Q14161,Q9NVF7
P50222,Q14CS0
Q7Z699,Q5TD97
O75955,Q86VW2
O94822,Q05923
P40616,Q13618
Q09472,Q9BQ67
Q15831,O14746
P46531,P82970
Q9H967,Q99832
Q9NQC3,Q9Y3E5
P68104,P06576
P47755,Q14247
P19388,P52435
Q96CF2,O14646
P55809,P09104
P23526,Q15813
Q14643,Q9C0E8
O43889,Q16649
Q15034,Q9BXI2
P18206,O75369
P07910,O60832
P68871,Q96MD7
P24592,Q9BT73
Q5S007,P68366
Q07020,Q4U2R6
O95171,P17813
P30876,Q16665
Q08211,Q16526
Q93063,Q7Z7M9
Q15843,Q8WVZ9
Q9C0B0,Q15056
Q9UQE7,Q12952
Q13507,P54920
P62899,Q9BYG3
P31327,Q9BUA6
P25054,P09630
P28289,O75410
Q9P2R3,O75976
Q05086,Q13007
P16104,Q9UQ84
Q14525,P28329
Q4G0J3,Q15646
P78310,Q6WKZ4
Q96CF2,P06733
Q01814,Q13424
Q13296,Q09328
Q15072,Q02509
P51671,P80075
A0AV96,Q9H7E2
Q08945,P25205
Q8IWU5,Q5SWA1
Q9HCE1,Q15459
P35568,O75815
P84098,Q9BYC8
P19784,P35244
O60885,Q8IU81
Q9P2J5,Q15046
O43852,Q7Z5H3
P08134,Q9ULF5
Q5TA81,P60329
P31749,P15559
Q9ULT8,Q9BY77
Q969H0,P02545
Q9H0E2,Q13501
O43541,Q13617
Q9UDY4,O95922
P21796,Q56VL3
Q8IYX8,Q9BXS5
Q9NRR5,O43497
A0JLT2,P61218
Q9HAV7,P07954
Q9H444,Q9Y4F1
Q9UJX0,Q02548
Q16659,Q99805
Q5J8M3,Q6DD88
Q8IVS2,Q15542
Q9UQM7,P00491
Q96D71,P11233
Q05586,Q9H853
P21731,P41595
Q8IXI1,Q8N4Q1
O60356,P12236
Q99805,Q86UD3
O95793,P42677
P49450,O75475
P41231,Q9C0E2
Q9NPI1,Q07021
P34932,P11310
P15880,Q16526
Q96DV4,Q8N5N7
Q9UJX4,O75665
P61224,P52742
Q9BYR9,Q499Z4
P05783,P01308
Q9NP92,O75570
P02545,Q6ZNK6
Q15906,Q99581
P02545,Q14416
Q99750,Q05952
Q12905,P33991
O75147,Q96JB6
Q9BTV5,Q6P587
P13569,Q92522
P10909,P20036
P42336,Q9NP78
P02768,Q9NQC7
Q8IXB1,P14314
O00212,Q8NE86
Q08174,Q9Y5E2
Q01433,Q3LI64
Q96BH3,Q96AY3
O43639,Q8TF74
Q9BYD1,Q6P161
P60903,P01375
Q9UKX2,O00408
P61981,Q8IYB3
Q8WUY1,Q6UWM7
P13727,O75319
P61086,Q969Q1
P62140,Q9NUG6
P35226,O15479
P84098,Q9BQC6
O14497,Q9BXU2
P23508,Q6IQ21
Q8WXH2,Q96LI6
P06241,Q9Y2H0
P25445,Q13114
O75251,Q4G176
Q9Y3C5,Q6P1L5
Q86WC4,Q9H649
P07910,Q13263
Q13127,P46777
Q68D86,P0C7X2
P42858,Q9HCS7
Q96CF2,Q71UM5
P49840,Q08050
P40429,Q9UNX3
Q96AX1,Q9P2Y5
P08238,Q9P1W9
P01116,Q70CQ4
Q15208,Q7L9L4
P35520,Q13263
O95819,Q8WXX5
Q9UI09,Q96T52
Q96SK2,A0AV96
P39023,O15479
P05067,Q12979
P20366,P21452
Q08043,P35452
P35226,P49643
P31997,P18075
P23771,Q92922
P05787,P14859
Q9H4E5,Q5VT25
O60885,Q9Y285
O75031,P56470
O75683,P0C5Z0
O75431,Q6ZMB5
Q5TC82,Q9UGR2
Q5S007,O00743
P05412,Q6P6C2
P03372,Q96K17
P15976,Q9NVC6
Q93034,P04629
O14763,O15519
Q92769,Q96KP1
Q8TDQ7,Q9Y303
O15393,O76031
Q92993,Q8NB14
P27361,Q9NRW4
Q8N6H7,Q86X19
Q96GM5,P23759
O43493,P06858
P63167,Q86SQ0
Q6P1J9,O00203
Q9Y6K9,Q9Y2X7
P60763,Q8TEW0
O75489,P28331
P35222,Q13045
O14974,Q8NFJ9
P60953,P17081
P23246,P01375
Q9Y2R9,Q13601
P14854,Q9Y6N1
P13473,Q9Y2H6
Q96CS2,Q8N257
Q92598,Q92541
P40967,Q15072
P35226,P02794
Q9UKE5,Q5VU43
P14866,Q9UPW0
P04150,Q8IWV7
Q9UBK5,Q13885
P0C0S5,Q86T82
Q9H1C4,O95249
P82921,Q9ULW3
Q14332,Q4KMZ8
Q10713,Q8TB22
P09234,Q8IUC2
Q9UGJ0,P49915
P41743,P68400
Q15118,A6NJ78
Q14119,P55197
Q96FV9,Q8N9M1
P54578,Q02978
P49585,Q9NZL9
P54652,O60566
P78317,Q5TA77
P49023,Q14789
Q9H8V3,P52272
Q969Q0,Q9NY12
O00308,Q9NPD3
P52198,O14662
P49407,P26373
Q8NBN3,Q6P5W5
P62140,Q9H6T3
Q9H015,Q8IVQ6
Q16531,Q9Y2Q3
Q9BSJ5,Q9P2R7
Q9BYQ3,P60370
Q9NYB0,P52739
Q96DR8,Q9Y2K1
P79522,Q7Z6J9
Q13177,Q9BUB5
Q8NEW0,Q14432
Q969V5,Q9H2T7
P78362,Q09472
O15525,P54821
P07550,P56539
Q15393,O14879
P38398,P28715
Q15051,O43187
P05783,P55210
Q9H992,Q9BV68
P46781,Q9BYD1
O95470,Q9Y5W5
Q15058,Q6WCQ1
Q9NPE6,Q14656
P51808,Q9NRJ3
Q69YN4,Q96JJ3
A5D8V6,Q6IN97
P42858,Q9BX66
Q9NQ86,Q69YQ0
Q15811,P04040
Q15717,Q6UWJ1
P17612,P11309
Q14576,Q96DU9
Q16658,Q8NBJ5
Q9H444,Q9Y2X9
Q13285,Q8WW24
Q15303,P49593
Q15911,P43699
P17405,Q13510
P62805,Q504Q3
Q7L0Q8,P48029
Q86UK7,Q8TF46
Q9UNE7,P06746
P61586,P53367
Q8NDV7,Q9UJX6
Q6A162,Q96I27
P26599,O94844
P46013,Q6NZY4
Q9BYD1,Q9NZB2
Q13263,Q9UIG0
P03372,Q8NCA5
Q8WWB5,O60678
P42704,Q9NYY8
Q9UPP1,P07476
Q9NRD1,P26640
Q9NZM3,O75410
P04150,Q6DRA6
P63146,Q9H8W5
Q15669,Q9BVJ6
Q9Y4J8,Q9NSN8
Q9UQR1,Q8ND90
P62330,Q9P258
Q86YD3,Q9BWS9
O15467,Q86UV5
Q07627,P43897
P56180,Q07065
O95793,Q92973
P29034,Q9H0K1
Q9NYG5,Q9UMQ6
P35052,Q14444
Q96CF2,Q9BYG3
Q96GX1,Q96FL8
P60410,Q9NP91
Q15758,Q9P2W7
Q6UXG8,Q8N5M9
P31749,P62979
Q9Y4P3,Q9Y6I9
P54274,P82933
Q13683,P04808
P55854,P62805
Q69YN4,A6NCL7
A5YKK6,Q9H871
O60885,Q9P287
Q00653,Q9BUF5
Q99798,Q12931
P60484,Q8IYR6
Q8N0U8,Q16626
P61964,Q14839
Q9P035,Q8IZ83
P23246,O14777
P62753,Q96E35
Q8IXB1,Q8NBJ5
Q9H6I2,Q13227
Q8TAE8,Q96D09
Q13017,Q5XPI4
Q9H8W4,P63220
P06396,P28289
P60763,Q9Y4W6
Q13322,O95363
Q9NQB0,Q93062
Q86U70,Q9UBR4
P20290,P05387
Q00610,O75665
Q8TDB4,Q9Y6D6
Q9BQ66,Q5T5B0
Q8WUM4,P33527
P04637,Q96L50
P42357,Q8WY91
Q9NZG7,Q9H9P2
Q14202,Q9UKL0
P27635,Q9H0U6
Q13422,Q8N5D0
Q9H7H0,Q9Y6G3
P28370,Q8TAQ2
P20042,P43146
Q8TEA7,O75439
Q16763,Q9Y3C4
P53041,Q9H6Z9
P40818,Q04917
P31689,Q16526
P54257,Q9Y6M9
Q12905,Q5U5Q3
O43189,Q8NCD3
O60885,P53396
Q9UH62,P01591
Q9BYN8,Q9BVS5
Q9NQX0,Q14241
P43699,Q8NFH3
Q08AG7,Q6P582
P10912,Q13322
Q96KC8,Q13586
Q01860,Q15645
Q9NZI8,Q01196
Q07020,P23588
Q96AA3,Q9NP91
P09382,P56199
P13693,O95169
P38398,P24385
P61978,Q9NVF9
Q9NXE4,Q99442
P37088,Q9BUN8
P78527,P10827
O76041,A4UGR9
P35659,Q13185
P09758,Q9Y2X0
P15498,P05141
Q9UHV2,Q9H503
Q12800,P78371
P15941,Q10472
Q9NRR5,Q96SL4
Q96G30,Q96AB3
Q9NS91,Q13148
P25788,P28070
Q1MX18,Q6PJ69
P06733,Q969H0
Q9Y275,Q7RTS9
Q9C002,O43676
Q96C36,Q96BD8
P51858,O15479
Q15942,P61088
P34897,P08559
P05067,P08247
O15530,O00329
Q96QE5,Q86TX2
P49450,Q8IXK0
P49736,Q9BWU1
Q92538,Q04637
Q14192,P05412
P05556,P08123
Q8WUD6,P32970
P55010,O00273
Q15418,P01308
Q86TM6,Q96A33
Q12959,Q7Z6Z7
P78406,A1A4G5
Q9NZT1,O75787
Q96QZ7,P32456
Q52M75,P11940
Q9BRK4,A7KAX9
Q14315,Q9H4A3
Q6ZMZ3,Q9H488
Q9NZR1,O75366
O94925,Q9NXA8
P30086,Q9Y2W2
P60981,Q6IAA8
Q4G148,O60353
P82675,Q9UBU9
Q9BQ24,P60410
Q69YN4,P41162
O00264,Q15386
Q00839,Q8WYB5
Q07343,P68871
Q9H0W5,Q6ZRV2
P27824,Q15819
Q8WXG1,P02654
Q9Y697,P10176
O43189,Q99932
Q14152,Q969P5
Q12905,Q12986
Q9H2K0,P82912
Q9H4M7,Q15031
P62805,O15120
Q96EL2,Q9Y2H9
P02545,Q8NDP4
Q9H9B1,Q13112
O15400,Q8NFX7
Q96RP9,Q9NSE4
Q9Y5Z7,Q9NZI7
Q07666,O43586
Q5TAQ9,Q9Y2Q3
O43318,Q8IY95
P08195,P04844
P0C7T5,Q12952
Q2HXU8,Q9H2E6
P82979,P08908
P55084,P42766
P42858,P67775
P15941,Q99519
Q9Y6D0,P02545
P42696,Q14839
Q9UKR5,P55055
O75558,Q96MY7
Q9BTX1,Q9C0E8
O95672,O60353
Q9H4M7,O14646
Q8TDB4,P20337
Q9H2J7,P49257
O43663,P35579
Q8WVV9,Q6ZW49
P61586,P16070
P63279,Q5T7W0
Q66GS9,Q4KMZ1
P49753,Q7L8L6
Q9ULX6,Q0VD86
Q9UL15,P57078
Q53EP0,Q9UPQ4
Q5SRI9,Q96KN2
Q96BD6,P16284
P42357,Q15696
Q12906,Q9HBY8
P68400,Q8IVT5
Q69YN4,O43166
Q9GZR7,P60174
O14512,Q99750
Q96CF2,Q9H4B7
P40939,P10809
P84095,Q13177
Q14999,Q6NVH7
Q9H4M7,P82673
Q96CV9,Q9UQ13
P62701,Q6ZNL6
P19838,P35579
P21741,P78362
Q9Y297,Q15468
P01903,O60216
P61764,Q86UE4
O43663,P56192
Q9UBX3,Q5BKZ1
P40227,Q9BQA1
P62987,Q9NRQ2
Q13885,Q8IY34
O75608,Q5R3I4
P14138,P29122
O43167,Q9UGI0
Q9Y680,P33316
P19338,Q9UL40
P35637,Q9H0K1
Q13464,P35869
Q9Y5Q9,Q9UQE7
Q6W2J9,P62807
P39023,A4D1E9
P15735,P31942
A6NLJ0,Q9NYQ6
P55771,Q9P0W2
Q92793,Q9Y2I1
Q9H4P4,Q8WVX9
Q8WTT2,Q00839
O95817,Q14142
Q9NWZ5,O00534
P63208,Q9NP62
Q13895,Q5JR59
P20333,Q9ULC4
O14936,O14910
P06576,Q8N448
P45984,P30305
Q96CV9,Q04917
Q9Y297,Q9Y2U5
P62820,O75947
P31942,P50995
Q12824,Q92925
Q99714,Q16740
P07437,Q92834
P67936,Q13627
Q9NZT1,Q9NPG3
P02649,Q9H8J5
Q15029,P62081
Q9NYJ8,Q9Y6C2
Q08043,Q9Y6H3
Q86YP4,Q96GY3
O15393,Q9BSE2
P27361,P04908
O14983,P28827
P22455,P20783
P68431,P00533
O15393,Q14697
P11279,Q9HBM0
O43920,Q8IUX1
P63165,Q9NXH8
P42356,Q9H9J2
Q9BYT8,Q3LI73
Q9Y5L0,Q8NDH6
Q8NEM0,O75478
Q9NPE3,Q9NPB3
Q96NH3,Q7Z7K6
P04629,Q9BW92
Q99460,P25054
P01106,Q96BD5
Q99759,P62979
Q96LB3,Q9BQD3
Q9Y6K9,P25942
Q15334,Q9UQV4
O14967,Q06136
Q9Y3R0,O43189
Q13618,O14939
Q9H2F3,Q9Y320
P17174,P20810
P61981,P52597
Q3B820,Q8NF50
P43353,P60410
P22736,Q12774
Q69YN4,Q5TCZ1
Q99459,P20042
O94874,P06703
